nrun  S2L1    S2L2    S2L3    S2L4    S2L5    S2L6    S2L7    S2L8    S2L9    S2L10   S2L11   S2L12   S2L13   S2L14   S2L15  S2L16
2013  0.31  0.18  0.27  0.18  0.41  0.29  0.29  0.38  0.28  0.34  0.11  0.30  -0.02  0.44  0.42  0.12  
2014  0.20  0.08  0.24  0.19  0.24  0.02  0.25  0.21  0.29  0.39  0.23  0.49  0.04  0.26  0.39  0.09  
2015  0.04  0.26  0.23  0.21  0.13  0.08  0.23  0.28  0.17  0.37  0.29  0.72  -0.01  0.37  0.61  0.03  
2016  0.19  0.22  0.30  0.31  0.26  0.16  0.28  0.42  0.19  0.29  0.18  0.57  0.22  0.51  0.32  0.05  
2017  0.28  0.24  0.22  0.39  0.17  0.05  0.34  0.51  0.36  0.24  0.35  0.38  -0.06  0.48  0.35  0.21  
2018  0.37  0.09  0.25  0.35  0.39  0.17  0.24  0.34  0.20  0.10  0.27  0.48  0.05  0.44  0.34  0.14  
2019  0.14  0.36  0.40  0.22  0.16  0.08  0.35  0.28  0.44  0.28  0.05  0.37  -0.03  0.61  0.59  0.21  
2020  0.06  0.31  0.03  0.17  0.16  -0.03  0.21  0.39  0.01  0.28  0.26  0.54  -0.12  0.40  0.52  0.14  
2021  0.05  0.32  0.33  0.20  0.07  0.11  0.25  0.43  0.09  0.37  0.14  0.37  0.04  0.31  0.43  0.22  
2022  0.17  0.20  0.29  0.12  0.23  0.03  0.22  0.31  0.13  0.35  0.29  0.62  -0.04  0.32  0.62  0.03  
2023  0.32  0.05  0.48  0.22  0.22  -0.05  0.37  0.57  0.27  0.27  0.13  0.31  0.00  0.42  0.36  0.13  
2024  0.27  0.20  0.18  0.18  0.32  0.14  0.41  0.37  0.06  0.43  0.21  0.57  0.04  0.43  0.23  0.14  
2025  0.32  0.25  0.35  0.36  0.25  0.26  0.04  0.37  0.28  0.55  0.47  0.58  -0.05  0.47  0.48  0.23  
2026  0.39  0.21  0.51  0.22  0.41  0.40  0.30  0.24  0.21  0.46  0.14  0.66  0.13  0.42  0.53  0.19  
2031  0.26  0.27  0.34  0.20  0.26  0.12  0.31  0.31  0.26  0.50  0.27  0.50  -0.01  0.40  0.31  0.18  
2032  0.24  0.22  0.17  0.20  0.19  0.18  0.30  0.36  0.18  0.28  0.34  0.46  0.06  0.27  0.40  0.02  
2033  0.14  0.43  0.12  0.31  0.08  0.14  0.46  0.39  0.04  0.20  0.18  0.73  0.05  0.36  0.48  0.27  
2034  0.29  0.34  0.11  0.26  0.28  -0.04  0.30  0.44  0.30  0.21  0.14  0.44  0.19  0.48  0.33  0.11  
2035  0.37  0.14  0.17  0.31  0.23  0.15  0.17  0.41  0.29  0.30  0.13  0.45  0.03  0.38  0.61  0.12  
2041  0.20  0.35  0.38  -0.04  0.35  0.34  0.34  0.38  0.30  0.57  0.06  0.16  -0.04  0.29  0.15  0.20  
2044  0.11  0.32  0.25  0.19  0.13  0.05  0.41  0.24  0.30  0.11  0.22  0.61  -0.11  0.25  0.31  0.18  
2045  0.16  0.37  0.14  0.13  0.24  0.07  0.26  0.40  0.29  0.40  0.30  0.51  0.24  0.30  0.58  0.05  
2046  0.15  0.40  0.36  0.27  0.21  0.08  0.17  0.44  0.30  0.35  0.21  0.62  0.07  0.39  0.43  0.11  
2047  0.27  0.21  0.38  0.13  0.18  0.08  0.28  0.37  0.24  0.30  0.31  0.56  0.19  0.57  0.19  0.12  
2048  0.19  0.26  0.27  0.19  0.15  0.10  0.39  0.29  0.16  0.33  0.20  0.35  -0.03  0.34  0.44  0.06  
2049  0.09  0.28  0.51  0.33  0.24  0.13  0.22  0.28  0.35  0.35  0.32  0.37  -0.10  0.39  0.27  0.18  
2050  0.32  0.21  0.04  0.30  0.37  -0.02  0.32  0.45  0.29  0.21  0.39  0.29  0.04  0.42  0.43  0.11  
2051  0.13  0.31  0.25  0.34  0.42  0.15  0.29  0.41  0.34  0.50  0.16  0.35  0.17  0.34  0.48  0.18  
2052  0.13  0.10  0.38  0.36  0.43  0.09  0.33  0.21  0.42  0.32  0.23  0.44  -0.07  0.55  0.58  0.33  
2053  0.37  0.46  0.20  0.34  0.26  0.02  0.41  0.46  0.30  0.35  0.11  0.36  -0.08  0.38  0.30  0.16  
2054  0.30  0.17  0.30  0.13  0.27  0.14  0.28  0.35  0.16  0.43  0.24  0.36  -0.03  0.27  0.37  0.20  
2055  0.29  0.26  0.16  -0.06  0.33  0.22  0.41  0.24  0.36  0.33  0.02  0.49  0.28  0.44  0.29  0.22  
2058  0.25  0.13  0.19  0.10  0.34  0.23  0.28  0.31  0.18  0.41  0.14  0.19  0.04  0.29  0.23  0.20  
2059  0.32  0.12  0.31  0.23  0.35  -0.07  0.55  0.25  0.33  0.39  0.15  0.44  0.05  0.39  0.41  -0.15  
2060  0.15  0.30  0.31  0.35  0.49  -0.03  0.45  0.34  0.38  0.49  0.19  0.40  0.11  0.58  0.46  0.09  
2061  0.29  0.15  0.13  0.29  0.20  -0.02  0.31  0.37  0.24  0.31  0.14  0.37  -0.06  0.51  0.27  0.10  
2062  0.25  0.03  0.39  0.27  0.39  0.02  0.26  0.35  0.26  0.51  0.24  0.36  -0.03  0.51  0.39  0.04  
2063  0.14  0.26  0.04  0.27  0.38  0.02  0.16  0.45  0.30  0.25  0.25  0.54  0.00  0.32  0.32  0.08  
2064  0.04  0.34  0.03  0.32  0.21  0.13  0.37  0.36  0.36  0.48  0.20  0.30  0.09  0.34  0.39  0.29  
2065  0.17  0.23  0.17  0.40  0.27  0.14  0.42  0.29  0.27  0.37  0.13  0.46  0.03  0.46  0.24  0.05  
2066  0.01  0.16  0.44  0.56  0.40  0.16  0.26  0.45  0.06  0.53  0.61  0.57  0.18  0.07  0.39  0.03  
2067  0.41  0.22  0.33  0.26  0.25  0.09  0.25  0.46  0.33  0.35  0.20  0.42  0.04  0.59  0.41  0.15  
2068  0.32  0.19  0.29  0.19  0.32  0.08  0.37  0.42  0.29  0.37  0.17  0.26  0.06  0.53  0.47  0.14  
2069  0.25  0.22  0.28  0.22  0.31  0.05  0.35  0.34  0.40  0.47  0.14  0.45  -0.04  0.38  0.37  0.19  
2070  0.46  0.41  0.21  0.25  0.41  -0.09  0.33  0.32  0.25  0.29  0.01  0.05  -0.00  0.52  0.51  0.25  
2071  0.12  0.25  0.04  0.24  0.30  -0.04  0.34  0.32  0.36  0.43  0.32  0.50  0.06  0.52  0.44  0.23  
2072  0.21  0.27  0.20  0.17  0.20  -0.04  0.32  0.16  0.30  0.29  0.06  0.44  0.01  0.48  0.21  0.17  
2073  0.29  0.30  0.20  0.34  0.38  -0.02  0.39  0.49  0.25  0.47  0.25  0.40  0.18  0.32  0.58  0.16  
2074  0.24  0.10  0.39  0.13  0.29  -0.05  0.18  0.33  0.40  0.36  0.21  0.39  0.10  0.30  0.50  0.12  
2075  0.27  0.22  0.44  0.10  0.23  0.09  0.23  0.37  0.26  0.42  0.30  0.44  -0.01  0.38  0.42  0.17  
2076  0.15  0.25  0.00  -0.03  0.18  -0.04  0.16  0.40  0.22  0.49  0.28  0.44  0.03  0.19  0.25  0.18  
2077  0.29  0.19  0.28  0.29  0.34  0.20  0.17  0.31  0.22  0.40  0.23  0.34  0.06  0.45  0.36  0.05  
2078  0.27  0.22  0.17  0.28  0.33  -0.08  0.38  0.37  0.35  0.39  0.35  0.26  -0.15  0.33  0.44  0.24  
2079  0.14  0.27  0.03  0.19  0.19  0.03  0.23  0.42  0.38  0.39  0.13  0.35  0.06  0.38  0.33  0.03  
2080  0.12  0.53  0.09  0.13  0.43  0.04  0.27  0.24  0.73  0.43  0.13  0.25  -0.01  0.40  0.46  0.18  
2081  0.16  0.30  0.09  0.12  0.11  0.13  0.43  0.40  0.34  0.51  0.49  0.60  0.08  0.48  0.51  0.05  
2082  0.33  0.25  0.34  0.24  0.29  0.08  0.29  0.58  0.26  0.33  0.32  0.32  0.16  0.41  0.49  0.12  
2083  -0.02  0.23  0.16  0.26  0.33  0.15  0.42  0.53  0.32  0.38  0.61  0.37  -0.11  0.62  0.35  0.19  
2084  0.24  0.19  0.39  0.24  0.12  -0.00  0.40  0.44  0.31  0.37  0.06  0.19  0.11  0.25  0.30  -0.17  
2085  0.16  0.04  0.22  0.13  0.38  -0.17  0.06  0.39  0.10  0.15  0.06  0.33  0.05  0.39  0.44  -0.02  
2086  0.11  0.14  0.21  0.23  0.26  0.08  -0.04  0.45  0.17  0.06  0.33  0.24  0.07  0.38  0.20  0.27  
2087  0.20  0.28  0.23  0.19  0.31  -0.05  0.34  0.35  0.26  0.44  0.34  0.42  0.09  0.34  0.29  0.02  
2088  0.34  0.12  0.35  0.09  0.21  0.06  0.26  0.44  0.21  0.49  0.17  0.40  0.01  0.32  0.50  0.24  
2089  0.40  0.24  0.22  0.13  0.30  -0.06  0.35  0.32  0.15  0.29  0.11  0.41  0.06  0.03  0.32  0.16  
2090  0.16  0.01  0.20  0.23  0.01  0.15  0.30  0.40  0.32  0.18  0.26  0.45  0.07  0.49  0.24  0.13  
2091  0.17  0.32  0.41  0.25  0.24  -0.12  0.16  0.48  0.31  0.33  0.37  0.49  -0.00  0.24  0.44  0.10  
2092  0.32  0.28  0.25  0.01  0.35  0.03  0.33  0.38  0.31  0.39  0.22  0.53  0.04  0.53  0.46  0.11  
2093  0.14  0.26  0.27  0.28  0.37  -0.08  0.30  0.47  0.24  0.34  0.26  0.47  -0.04  0.45  0.39  0.19  
2094  0.17  0.28  0.15  0.30  0.23  0.29  0.48  0.44  0.25  0.32  0.12  0.65  0.19  0.53  0.29  0.08  
2095  0.19  0.09  0.06  0.24  0.22  0.17  0.37  0.50  0.42  0.33  0.18  0.40  0.14  0.49  0.38  0.07  
2096  0.22  0.30  0.18  0.31  0.48  0.15  0.36  0.34  0.34  0.20  0.43  0.42  0.09  0.36  0.48  0.05  
2097  0.04  0.21  0.31  0.24  0.26  -0.03  0.40  0.31  0.39  0.25  0.39  0.54  0.01  0.18  0.31  0.19  
2098  0.28  0.37  0.23  0.28  0.18  0.02  0.17  0.31  0.22  0.25  0.14  0.49  0.10  0.72  0.42  -0.01  
2099  0.46  0.27  0.09  0.18  0.20  0.07  0.42  0.40  0.27  0.48  0.23  0.49  -0.05  0.37  0.41  -0.05  
2100  0.40  0.23  0.29  0.19  0.38  0.09  0.28  0.49  0.25  0.48  0.24  0.57  0.01  0.46  0.48  0.12  
2101  0.37  0.09  0.11  0.15  0.24  0.05  0.35  0.34  0.17  0.30  0.22  0.31  0.15  0.55  0.41  0.12  
2102  0.23  0.23  0.37  0.15  0.27  -0.09  0.26  0.48  0.41  0.40  0.28  0.59  -0.05  0.35  0.39  0.06  
2103  0.16  0.33  0.31  0.27  0.15  -0.05  0.23  0.42  0.26  0.37  0.10  0.45  0.05  0.43  0.37  0.18  
2104  0.30  0.09  0.09  0.11  0.06  0.10  0.21  0.43  0.24  0.41  0.10  0.50  -0.10  0.35  0.35  0.06  
2106  0.22  0.24  0.23  0.40  0.39  0.12  0.25  0.45  0.29  0.32  0.21  0.33  -0.05  0.46  0.28  0.21  
2107  0.23  0.18  0.32  0.12  0.20  0.17  0.23  0.47  0.26  0.24  0.18  0.49  0.08  0.54  0.46  0.24  
2108  0.09  0.21  0.04  0.15  0.32  0.14  0.33  0.44  0.34  0.49  0.38  0.75  0.16  0.15  0.56  0.09  
2109  0.37  0.20  0.34  0.33  0.29  -0.06  0.33  0.49  0.31  0.35  0.41  0.38  0.10  0.37  0.36  0.16  
2110  0.05  0.10  0.14  0.31  0.28  -0.02  0.43  0.53  0.23  0.54  0.25  0.41  -0.02  0.25  0.51  0.00  
2111  0.30  0.10  0.17  0.14  0.30  0.09  0.45  0.32  0.33  0.54  0.16  0.40  -0.17  0.33  0.29  -0.07  
2112  0.18  0.20  0.03  0.20  0.14  -0.10  0.17  0.31  0.42  0.33  0.18  0.60  0.14  0.53  0.46  0.16  
2113  0.18  0.32  0.08  0.04  0.18  0.06  0.20  0.33  0.38  0.17  0.34  0.15  0.09  0.40  0.48  0.02  
2116  0.36  0.19  0.28  0.21  0.37  0.06  0.31  0.45  0.25  0.50  0.10  0.36  0.03  0.46  0.42  0.07  
2117  0.17  0.29  0.16  0.25  0.10  0.09  0.30  0.42  0.29  0.32  0.43  0.33  0.11  0.26  0.29  0.27  
2118  0.08  0.24  0.38  0.16  0.37  0.25  0.34  0.37  0.15  0.36  0.37  0.41  0.01  0.57  0.45  -0.00  
2119  0.31  0.19  0.12  0.21  0.30  0.04  0.07  0.35  0.35  0.35  0.20  0.33  0.11  0.45  0.23  0.05  
2120  0.16  0.16  0.03  0.23  0.35  -0.02  0.42  0.46  0.19  0.50  0.25  0.25  0.06  0.49  0.35  0.10  
2121  0.22  0.36  0.27  0.18  0.24  -0.10  0.21  0.34  0.35  0.26  0.37  0.44  -0.02  0.47  0.29  0.02  
2122  -0.18  0.06  0.27  0.04  0.25  -0.12  0.31  0.14  -0.06  0.34  0.49  0.53  -0.18  0.32  0.36  0.14  
2123  0.15  0.04  0.35  0.21  0.26  0.08  0.36  0.48  0.24  0.22  0.07  0.43  0.10  0.35  0.51  0.08  
2124  0.26  0.09  0.24  0.19  0.05  -0.01  0.22  0.30  0.23  0.42  0.09  0.36  -0.01  0.43  0.39  0.30  
2125  0.38  0.30  0.42  0.18  0.40  -0.03  0.15  0.54  0.25  0.37  0.25  0.32  -0.20  0.43  0.29  0.22  
2126  0.24  0.29  0.26  0.17  0.41  0.11  0.23  0.32  0.28  0.44  0.25  0.46  0.16  0.52  0.35  0.12  
2127  0.23  0.11  0.31  0.24  0.29  0.06  0.21  0.29  0.35  0.41  0.21  0.41  0.16  0.57  0.31  0.14  
2128  0.13  0.19  0.31  0.35  0.23  0.20  0.39  0.31  0.33  0.27  0.02  0.36  0.17  0.29  0.35  0.18  
2129  0.27  0.10  0.19  0.17  0.26  0.02  0.47  0.42  0.39  0.38  0.25  0.33  0.03  0.35  0.39  0.11  
2130  0.24  0.21  0.48  0.16  0.28  -0.00  0.31  0.33  0.13  0.41  0.37  0.56  0.03  0.44  0.39  0.04  
2131  0.34  0.10  0.32  0.28  0.30  0.20  0.37  0.36  0.33  0.38  0.23  0.47  0.03  0.25  0.52  0.19  
2132  0.32  0.10  0.27  0.18  0.13  0.13  0.32  0.39  0.38  0.38  0.16  0.24  0.03  0.53  0.28  0.10  
2133  0.31  0.31  0.21  0.14  0.06  0.03  0.26  0.18  0.18  0.16  0.31  0.50  0.16  0.24  0.41  0.12  
2134  0.27  0.11  0.18  0.34  0.18  0.20  0.41  0.46  0.25  0.42  0.20  0.55  -0.10  0.12  0.39  0.32  
2135  0.12  0.18  0.16  0.16  0.25  0.08  0.37  0.29  0.37  0.33  0.15  0.41  0.16  0.55  0.58  0.14  
2136  0.26  0.20  0.01  0.33  0.23  0.06  0.39  0.07  0.34  0.37  0.48  0.44  -0.16  0.48  0.49  0.19  
2137  0.18  0.13  0.21  0.22  0.08  -0.11  0.18  0.25  0.36  0.24  0.27  0.38  0.14  0.46  0.41  0.05  
2138  0.36  0.07  0.33  0.39  0.19  -0.05  0.45  0.51  0.26  0.33  0.23  0.37  0.12  0.43  0.27  0.11  
2139  0.15  0.12  0.25  0.16  0.12  0.05  0.25  0.23  0.21  0.39  0.26  0.41  0.05  0.41  0.22  0.36  
2140  0.42  0.40  0.28  0.24  0.09  0.01  0.28  0.35  0.18  0.39  0.10  0.39  0.04  0.36  0.52  0.20  
2141  0.31  0.31  0.28  0.29  0.10  0.03  0.16  0.42  0.24  0.48  0.07  0.46  -0.18  0.45  0.31  0.25  
2142  0.21  0.15  0.31  0.02  0.25  0.04  0.28  0.44  0.36  0.29  0.20  0.21  0.01  0.32  0.50  0.07  
2143  0.45  0.24  0.17  0.32  0.33  -0.05  0.53  0.48  0.34  0.20  0.18  0.57  0.07  0.54  0.40  0.04  
2144  0.21  0.38  0.19  0.29  0.09  0.11  0.37  0.39  0.36  0.20  0.38  0.44  0.02  0.22  0.35  0.06  
2145  0.22  0.28  0.29  0.09  0.28  0.18  0.31  0.27  0.31  0.29  0.15  0.51  -0.05  0.18  0.33  0.17  
2146  0.12  0.30  0.21  0.27  0.21  -0.02  0.22  0.38  0.18  0.45  0.15  0.20  0.00  0.24  0.38  0.16  
2147  0.14  0.28  0.22  0.25  0.42  0.17  0.20  0.22  0.39  0.32  0.20  0.43  0.06  0.27  0.35  0.06  
2148  0.18  0.29  0.38  0.26  0.38  0.01  0.24  0.45  0.26  0.34  0.09  0.31  -0.05  0.44  0.26  0.09  
2149  0.11  0.32  0.10  0.15  0.24  0.03  0.22  0.48  0.32  0.38  0.40  0.30  0.07  0.37  0.45  0.11  
2150  0.23  0.22  0.35  0.26  0.29  -0.04  0.29  0.45  0.25  0.50  0.22  0.43  0.05  0.46  0.52  0.11  
2151  0.13  0.16  0.24  0.28  0.34  0.15  0.32  0.36  0.31  0.47  0.28  0.34  0.04  0.37  0.41  0.10  
2152  0.19  0.25  0.24  0.21  0.21  0.03  0.54  0.18  0.28  0.18  0.24  0.40  -0.11  0.45  0.39  0.21  
2153  0.20  0.24  0.12  0.25  0.29  -0.11  0.31  0.62  0.25  0.25  0.18  0.38  0.11  0.28  0.44  0.14  
2154  0.31  -0.01  0.11  0.25  0.24  -0.00  0.17  0.31  0.39  0.41  0.12  0.45  -0.04  0.39  0.35  0.02  
2155  0.05  0.10  0.35  0.07  0.03  0.12  0.21  0.44  0.27  0.29  0.15  0.55  -0.07  0.44  0.32  0.07  
2156  0.14  0.15  0.38  0.12  0.37  0.02  0.33  0.40  0.36  0.56  0.14  0.19  -0.18  0.61  0.30  -0.06  
2157  0.26  0.18  0.27  0.36  0.34  0.11  0.23  0.45  0.23  0.41  0.22  0.43  0.04  0.30  0.29  0.02  
2158  0.18  0.15  -0.03  0.12  0.28  0.02  0.30  0.28  0.31  0.33  0.12  0.19  0.05  0.44  0.49  0.17  
2159  0.28  0.26  0.23  0.29  0.06  0.00  0.31  0.33  0.22  0.31  0.21  0.26  0.15  0.40  0.38  0.02  
2160  0.12  0.14  0.13  0.31  0.32  0.14  0.21  0.47  0.39  0.54  0.08  0.33  0.06  0.47  0.42  0.11  
2161  0.09  0.23  0.25  0.27  0.20  0.06  0.42  0.55  0.23  0.60  0.12  0.46  0.02  0.31  0.27  0.09  
2162  0.28  0.25  0.16  0.21  0.26  0.00  0.29  0.40  0.17  0.53  0.05  0.47  0.11  0.47  0.44  0.35  
2163  0.21  0.19  0.31  0.18  0.21  0.11  0.30  0.32  0.14  0.37  0.20  0.58  -0.07  0.27  0.45  0.21  
2164  0.24  0.11  0.21  0.22  0.22  0.02  0.13  0.28  0.24  0.40  0.16  0.29  0.04  0.47  0.25  0.14  
2165  0.34  0.21  0.22  0.43  0.32  0.24  0.29  0.47  0.34  0.40  0.19  0.36  0.02  0.58  0.45  0.11  
2166  0.25  0.18  0.21  0.27  0.15  0.13  0.16  0.16  0.33  0.25  0.18  0.61  0.03  0.30  0.34  0.22  
2167  0.39  0.08  0.24  0.28  0.28  -0.13  0.39  0.44  0.34  0.40  0.13  0.33  0.02  0.37  0.34  0.13  
2168  0.23  0.01  0.43  0.09  0.22  0.11  0.19  0.50  0.26  0.38  0.17  0.35  -0.05  0.50  0.58  0.27  
2169  0.24  0.18  0.43  0.36  0.18  0.06  0.39  0.47  0.28  0.40  0.12  0.42  -0.02  0.16  0.36  0.21  
2170  0.14  0.04  0.35  0.38  0.24  0.25  0.22  0.29  0.28  0.31  0.31  0.51  -0.14  0.38  0.48  0.05  
2171  0.43  0.26  0.24  0.32  0.26  0.17  0.19  0.47  0.38  0.19  0.14  0.07  0.18  0.08  0.32  0.00  
2173  0.43  0.38  0.30  0.17  0.52  0.16  0.10  0.26  0.53  0.55  0.23  0.08  -0.02  0.35  0.64  0.26  
2174  0.10  0.29  0.23  0.13  0.30  -0.01  0.41  0.42  0.32  0.29  0.24  0.42  0.15  0.38  0.42  0.25  
2175  0.27  0.33  0.34  0.24  0.34  0.17  0.24  0.30  0.16  0.46  0.14  0.44  -0.14  0.50  0.46  0.02  
2176  0.27  0.28  0.32  0.26  0.40  -0.02  0.25  0.35  0.28  0.46  0.24  0.52  -0.03  0.56  0.38  0.20  
2177  0.20  0.21  0.22  0.31  0.30  0.04  0.45  0.44  0.23  0.36  0.17  0.42  -0.07  0.34  0.31  0.18  
2178  0.19  0.21  0.32  0.22  0.25  -0.08  0.30  0.26  0.17  0.34  0.19  0.17  -0.00  0.32  0.46  0.03  
2179  0.14  0.30  0.36  0.24  0.24  -0.02  0.20  0.41  0.30  0.31  0.14  0.23  0.10  0.41  0.38  0.23  
2180  0.30  0.26  0.26  0.16  0.21  0.16  0.38  0.35  0.21  0.53  0.13  0.34  -0.05  0.39  0.40  0.20  
2181  0.29  0.26  0.27  0.32  0.10  0.14  0.35  0.36  0.33  0.26  0.29  0.43  0.15  0.30  0.45  0.24  
2182  0.28  0.38  0.39  0.27  0.18  0.03  0.34  0.24  0.26  0.36  0.18  0.42  -0.05  0.35  0.47  0.24  
2183  0.10  0.14  0.40  0.33  0.29  0.01  0.35  0.39  0.39  0.34  0.32  0.39  0.09  0.44  0.45  0.11  
2184  0.28  0.42  0.33  0.10  0.21  -0.13  0.29  0.42  0.26  0.53  0.41  0.26  0.11  0.36  0.31  -0.02  
2185  0.14  0.11  0.30  0.15  0.42  -0.01  0.40  0.29  0.35  0.53  0.16  0.38  0.04  0.39  0.50  0.14  
2186  0.32  0.26  0.28  0.16  0.06  -0.00  0.43  0.50  0.30  0.30  0.14  0.47  0.03  0.44  0.44  0.19  
2187  0.25  0.23  0.29  0.22  0.23  -0.06  0.40  0.49  0.19  0.32  0.04  0.22  0.07  0.55  0.37  0.24  
2188  0.41  0.14  0.34  0.18  0.25  0.10  0.34  0.42  0.15  0.40  0.23  0.41  0.03  0.37  0.35  0.23  
2189  0.27  0.13  0.43  0.36  0.31  0.06  0.32  0.26  0.29  0.40  0.08  0.43  -0.03  0.51  0.54  0.16  
2190  0.27  0.28  0.05  0.17  0.35  0.07  0.28  0.40  0.38  0.44  0.47  0.24  0.04  0.39  0.51  0.05  
2191  0.24  0.17  0.17  0.05  0.16  0.13  0.36  0.37  0.32  0.46  0.24  0.39  0.07  0.32  0.52  0.12  
2192  0.17  0.39  0.18  0.20  0.17  0.10  0.24  0.39  0.20  0.14  0.16  0.45  0.14  0.48  0.44  0.01  
2193  0.20  0.17  0.10  0.21  0.25  -0.02  0.18  0.34  0.26  0.48  0.17  0.43  -0.09  0.46  0.31  0.16  
2194  0.33  0.41  0.17  0.39  0.05  0.14  0.31  0.39  0.54  0.35  0.36  0.54  -0.02  0.39  0.37  0.11  
2195  0.19  0.31  0.20  0.21  0.17  0.22  0.34  0.27  0.35  0.45  0.43  0.44  -0.10  0.24  0.36  0.09  
2196  0.14  0.18  0.43  0.17  0.21  0.12  0.20  0.48  0.43  0.39  0.38  0.44  0.00  0.37  0.49  0.01  
2197  0.37  0.19  0.22  0.33  0.24  -0.07  0.39  0.24  0.08  0.24  -0.01  0.53  0.16  0.43  0.39  0.06  
2198  0.24  0.31  0.37  0.14  0.31  0.05  0.21  0.32  0.36  0.29  0.25  0.34  -0.02  0.30  0.55  0.14  
2199  0.29  0.27  0.29  0.28  0.16  0.12  0.33  0.43  0.33  0.33  0.14  0.35  0.10  0.52  0.41  0.08  
2200  0.04  0.12  0.21  0.30  0.29  0.31  0.38  0.45  0.19  0.43  0.36  0.34  -0.01  0.42  0.44  0.17  
2201  0.19  0.09  0.21  0.20  0.24  -0.12  0.25  0.31  0.23  0.56  0.49  0.29  -0.07  0.25  0.29  0.29  
2202  0.22  0.31  0.29  0.29  0.11  0.12  0.43  0.32  0.23  0.26  0.32  0.47  0.01  0.39  0.53  0.15  
2203  0.17  0.21  0.19  0.24  0.22  0.06  0.39  0.33  0.24  0.30  0.24  0.45  -0.08  0.43  0.45  0.19  
2204  0.20  0.27  0.29  0.25  0.22  0.22  0.40  0.40  0.32  0.25  0.16  0.32  0.08  0.39  0.31  0.13  
2205  0.23  0.17  0.15  0.18  0.20  0.11  0.46  0.35  0.24  0.40  0.10  0.48  0.05  0.28  0.45  0.24  
2206  0.23  0.37  0.24  0.21  0.23  0.15  0.28  0.28  0.20  0.21  0.10  0.25  -0.08  0.21  0.36  0.17  
2207  0.33  0.58  0.12  0.27  0.32  0.11  0.19  0.30  0.34  0.38  0.16  0.33  0.10  0.25  0.29  0.13  
2208  0.18  0.08  0.08  0.14  0.26  -0.12  0.51  0.25  0.24  0.43  0.19  0.25  0.15  0.47  0.37  0.29  
2209  0.21  0.21  0.33  0.24  0.36  0.13  0.39  0.34  0.33  0.52  0.07  0.41  -0.03  0.45  0.47  0.18  
2210  0.41  0.10  0.30  0.24  0.38  0.06  0.20  0.60  0.42  0.52  0.17  0.48  0.25  0.33  0.38  0.14  
2211  0.14  0.22  0.45  0.28  0.43  0.14  0.16  0.45  0.29  0.41  0.27  0.42  0.00  0.49  0.39  0.26  
2212  0.26  0.31  0.20  0.16  0.11  -0.14  0.31  0.40  0.21  0.22  0.04  0.32  0.01  0.41  0.49  0.03  
2213  0.30  0.43  0.35  0.20  0.25  0.20  0.28  0.18  0.38  0.34  0.10  0.63  0.04  0.53  0.34  0.32  
2214  0.13  0.27  0.10  0.16  0.09  0.01  0.31  0.18  0.19  0.13  0.19  0.41  0.06  0.45  0.28  0.03  
2215  0.29  0.27  0.29  0.37  0.32  0.04  0.41  0.38  0.32  0.40  0.17  0.39  0.05  0.36  0.53  0.17  
2216  0.18  0.26  0.30  0.33  0.17  0.17  0.29  0.37  0.28  0.54  0.27  0.39  0.06  0.27  0.33  0.31  
2218  0.37  0.18  0.18  0.32  0.25  -0.05  0.32  0.49  0.28  0.51  0.13  0.45  0.04  0.24  0.45  0.11  
2219  0.24  0.25  0.29  0.26  0.49  0.08  0.26  0.40  0.28  0.39  0.31  0.52  0.11  0.26  0.45  -0.11  
2220  0.34  0.10  0.19  0.12  0.04  0.18  0.29  0.35  0.38  0.33  0.24  0.37  0.13  0.39  0.49  0.04  
2221  -0.01  0.43  0.30  0.23  0.38  0.07  0.32  0.21  0.15  0.57  0.33  0.50  0.24  0.45  0.58  0.09  
2222  0.23  0.30  0.23  0.43  0.24  0.18  0.29  0.39  0.52  0.23  0.37  0.39  -0.03  0.38  0.42  0.27  
2223  0.25  0.16  0.47  0.09  0.18  0.02  0.36  0.20  0.42  0.27  0.30  0.34  0.05  0.30  0.32  0.18  
2224  0.28  0.26  0.36  0.38  0.23  0.11  0.28  0.38  0.15  0.53  0.23  0.45  0.12  0.41  0.51  0.01  
2225  0.14  0.35  0.42  0.28  0.40  0.19  0.20  0.22  0.29  0.36  0.29  0.44  -0.02  0.56  0.48  0.09  
2226  0.07  0.29  0.27  0.07  0.27  0.11  0.20  0.35  0.42  0.38  0.28  0.42  0.09  0.29  0.42  0.12  
2227  0.19  0.19  0.14  0.17  0.23  0.10  0.26  0.48  0.27  0.41  0.16  0.36  0.10  0.48  0.45  0.06  
2228  0.21  0.32  0.08  0.35  0.39  0.04  0.32  0.40  0.28  0.37  0.00  0.44  0.13  0.43  0.42  -0.04  
2229  0.28  0.12  0.25  0.24  0.25  0.06  0.27  0.30  0.35  0.29  0.14  0.24  0.00  0.55  0.56  0.08  
2230  0.26  0.24  0.23  0.35  0.31  -0.07  0.23  0.44  0.27  0.42  0.15  0.17  0.04  0.20  0.28  0.15  
2232  0.21  0.33  0.34  0.23  0.16  0.11  0.37  0.33  0.33  0.33  0.31  0.54  0.05  0.38  0.37  0.33  
2233  0.21  0.19  0.38  0.32  0.25  0.03  0.26  0.40  0.29  0.34  0.27  0.71  0.18  0.49  0.32  0.17  
