nrun  s0l     s0r     flag
2562  399.76  382.94  0
2563  400.47  393.50  0
2564  398.80  392.75  0
2565  398.82  393.49  0
2566  399.34  393.05  0
2567  395.40  391.56  0
2568  398.41  387.31  0
2570  404.24  400.81  0
2571  395.31  399.07  0
2572  398.72  397.86  0
2573  400.52  395.54  0
2574  398.56  397.33  0
2575  398.55  398.89  0
2576  397.84  396.80  0
2577  398.47  396.18  0
2578  398.33  396.68  0
2579  395.41  400.70  0
2580  395.95  401.30  0
2581  397.28  397.94  0
2582  397.38  399.04  0
2583  397.78  400.21  0
2584  401.28  395.18  0
2585  399.04  395.81  0
2586  399.26  398.31  0
2587  398.36  397.40  0
2588  398.61  397.04  0
2589  397.95  399.42  0
2590  399.23  395.87  0
2591  399.07  396.22  0
2592  398.35  396.51  0
2593  395.78  400.04  0
2595  394.59  393.91  0
2598  394.82  401.45  0
2599  398.34  399.67  0
2600  397.77  399.80  0
2601  397.04  399.29  0
2602  398.54  397.53  0
2603  398.13  399.76  0
2604  397.31  398.79  0
2605  399.05  396.32  0
2606  399.10  396.13  0
2607  399.33  396.26  0
2611  397.94  396.30  0
2612  403.50  393.41  0
2613  402.98  388.69  0
2614  403.96  391.53  0
2615  404.40  391.42  0
2616  402.71  391.70  0
2617  402.27  392.58  0
2618  404.78  390.39  0
2619  399.64  396.73  0
2620  399.50  396.44  0
2621  406.58  385.27  0
2622  410.12  387.88  0
2623  402.22  392.31  0
2624  402.33  394.02  0
2625  400.64  392.28  0
2626  408.29  395.24  0
2627  406.71  392.98  0
2628  406.27  391.25  0
2629  403.24  392.83  0
2634  398.85  404.19  0
2635  408.89  383.74  0
2636  407.70  382.82  0
2637  408.06  384.13  0
2638  405.28  385.66  0
2639  407.37  384.10  0
2640  407.11  384.81  0
2641  403.24  390.22  0
2642  401.16  391.33  0
2643  412.59  382.95  0
2644  404.36  391.30  0
2646  429.14  387.23  0
2648  392.15  381.47  0
2649  395.22  384.10  0
2650  395.65  385.51  0
2651  394.33  387.84  0
2653  396.19  386.08  0
2654  397.26  386.40  0
2655  397.17  382.35  0
2656  400.40  384.15  0
2657  391.77  386.53  0
2658  384.28  372.63  0
2661  383.05  380.98  0
2662  392.14  391.77  0
2667  434.69  388.69  0
2669  403.29  366.92  0
2670  412.37  378.99  0
2671  408.13  381.22  0
2672  404.01  380.89  0
2673  400.34  378.73  0
2675  401.07  376.89  0
2676  397.95  379.09  0
2677  401.50  377.26  0
2678  407.71  381.83  0
2679  404.07  385.41  0
2680  405.13  382.16  0
2681  406.97  380.42  0
2682  401.39  381.69  0
2683  410.48  382.16  0
2684  418.60  387.14  0
2685  400.15  377.46  0
2686  398.52  382.59  0
2687  397.35  381.01  0
2688  400.06  383.77  0
2690  399.78  376.06  0
2691  403.27  378.34  0
2692  406.51  380.20  0
2694  402.96  377.25  0
2696  401.25  378.52  0
2697  400.82  375.61  0
2698  404.75  376.60  0
2699  398.22  376.89  0
2700  401.34  375.08  0
2701  406.50  376.66  0
2703  391.95  374.49  0
2704  390.73  384.33  0
2705  405.39  368.99  0
2706  405.38  370.18  0
2707  404.81  369.92  0
2708  404.09  368.11  0
2709  407.20  371.39  0
2710  407.73  368.80  0
2711  408.31  371.06  0
2713  417.37  404.16  0
2714  419.01  376.64  0
2716  425.67  383.29  0
2719  408.25  372.05  0
2720  404.12  373.71  0
2721  405.26  371.61  0
2722  408.19  370.69  0
2723  403.99  369.41  0
2724  402.39  370.71  0
2725  402.04  370.63  0
2726  400.52  372.89  0
2727  400.36  377.61  0
2728  405.58  371.71  0
2729  399.75  366.77  0
2730  403.73  372.77  0
2731  403.96  369.58  0
2732  405.16  368.92  0
2733  405.69  371.18  0
2734  399.56  365.28  0
2735  402.88  368.96  0
2736  400.27  369.26  0
2737  408.20  371.60  0
2738  404.72  368.97  0
2739  403.23  369.28  0
2740  403.64  372.53  0
2742  411.59  367.47  0
2744  392.72  374.09  0
2745  394.73  370.77  0
2746  401.16  367.09  0
2747  404.01  367.40  0
2748  402.38  368.07  0
2749  401.97  363.40  0
2750  412.52  364.40  0
2751  410.21  368.84  0
2752  408.59  366.85  0
2753  411.19  370.20  0
2754  398.47  364.57  0
2755  406.03  368.40  0
2756  402.18  364.38  0
2758  417.20  361.93  0
2759  404.81  364.56  0
2760  412.32  373.79  0
2761  403.10  369.85  0
2762  406.01  369.79  0
2763  412.38  368.48  0
2764  406.69  365.81  0
2765  401.35  368.57  0
2766  407.95  363.16  0
2767  408.90  366.77  0
2768  408.74  373.15  0
2769  406.38  368.05  0
2770  404.32  364.04  0
2771  404.99  366.26  0
2772  398.32  363.78  0
2773  434.50  386.50  0
2775  396.88  363.65  0
2776  404.05  366.32  0
2778  402.56  367.54  0
2779  405.99  367.48  0
2781  404.20  364.08  0
2782  402.90  363.64  0
2783  402.75  365.49  0
2784  409.20  370.87  0
2788  397.50  410.51  0
2789  393.63  416.85  0
2790  400.04  419.38  0
2791  401.83  416.19  0
2792  399.95  418.05  0
2796  399.51  419.04  0
2797  397.78  420.01  0
2798  399.06  419.05  0
2799  398.28  420.38  0
2800  398.24  419.33  0
2801  398.26  420.29  0
2803  397.81  420.99  0
2804  397.97  419.90  0
2805  394.19  423.66  0
2806  394.39  423.31  0
2807  401.12  418.92  0
2808  401.16  417.25  0
2810  392.87  371.48  0
2811  399.78  363.08  0
2812  402.47  364.02  0
2813  403.88  360.83  0
2814  404.20  365.23  0
2815  404.92  366.58  0
2816  398.51  359.47  0
2818  402.63  363.41  0
2819  408.60  359.35  0
2820  402.82  360.57  0
2821  402.84  363.34  0
2822  404.77  364.12  0
2823  403.32  361.34  0
2824  404.00  364.19  0
2825  403.73  359.06  0
