nrun  S2L1    S2L2    S2L3    S2L4    S2L5    S2L6    S2L7    S2L8    S2L9    S2L10   S2L11   S2L12   S2L13   S2L14   S2L15  S2L16
1990  0.22  0.01  -0.01  0.25  -0.47  0.18  0.40  0.42  0.05  0.34  0.42  -0.01  -0.68  0.25  0.50  0.30  
1991  0.17  -0.01  -0.09  0.30  -0.30  0.09  0.54  0.56  0.12  0.09  0.23  -0.14  -0.59  0.21  0.50  0.10  
1992  0.14  -0.05  0.08  0.47  -0.31  0.09  0.51  0.54  -0.02  0.15  0.37  -0.02  -0.52  0.20  0.42  0.21  
1993  0.34  -0.08  -0.23  0.13  -0.44  0.10  0.48  0.30  0.17  0.46  0.28  -0.41  -0.39  0.04  0.47  0.31  
1994  0.30  -0.07  0.09  0.24  -0.39  0.21  0.59  0.54  0.18  0.34  0.28  0.02  -0.41  0.23  0.35  0.17  
1995  0.03  -0.14  0.05  0.44  -0.07  0.10  0.52  0.38  0.12  0.20  0.39  0.08  -0.66  0.06  0.39  0.35  
1996  0.28  -0.00  0.26  0.29  -0.46  0.16  0.40  0.39  0.02  0.23  0.22  0.02  -0.25  0.26  0.13  -0.00  
1997  0.27  0.02  0.23  0.23  -0.31  0.34  0.68  0.51  -0.02  0.19  0.11  -0.00  -0.49  0.17  0.58  0.09  
1998  0.20  0.17  0.09  0.18  -0.56  0.05  0.50  0.40  0.23  0.36  0.42  -0.08  -0.52  0.19  0.51  0.22  
1999  0.42  -0.03  0.10  0.36  -0.33  0.04  0.45  0.42  0.09  0.33  0.13  0.04  -0.69  0.24  0.35  0.30  
2000  0.08  -0.05  0.20  0.32  -0.17  0.11  0.52  0.41  0.03  0.51  0.13  0.03  -0.61  0.22  0.39  0.06  
2001  0.32  -0.13  0.02  0.27  -0.37  0.08  0.41  0.41  -0.03  0.26  0.39  -0.12  -0.55  0.23  0.58  0.08  
2002  0.12  -0.19  -0.03  0.38  -0.31  0.06  0.47  0.47  -0.01  0.42  0.40  -0.06  -0.60  0.39  0.44  0.32  
2003  0.08  -0.05  0.24  0.15  -0.39  0.03  0.44  0.45  0.01  0.40  0.26  -0.19  -0.53  0.30  0.34  0.40  
2004  0.22  -0.19  0.13  0.26  -0.54  0.08  0.38  0.41  0.11  0.41  0.33  0.07  -0.57  0.23  0.25  0.22  
2005  0.16  0.01  0.14  0.28  -0.32  0.14  0.53  0.45  -0.00  0.26  0.25  0.07  -0.82  0.20  0.11  0.14  
2006  0.18  -0.18  0.00  0.44  -0.31  0.29  0.47  0.40  0.03  0.35  0.24  0.04  -0.49  0.18  0.39  0.24  
2007  0.18  -0.04  0.13  0.28  -0.33  0.11  0.50  0.48  0.11  0.28  0.25  0.04  -0.50  0.18  0.22  0.07  
2008  0.15  0.06  -0.19  0.51  -0.37  0.29  0.42  0.73  0.14  0.58  0.27  -0.13  -0.55  0.53  0.16  -0.03  
2010  0.34  -0.12  -0.04  0.35  -0.44  0.10  0.55  0.39  0.01  0.27  0.16  0.10  -0.64  -0.02  0.23  0.17  
2011  0.16  -0.05  0.06  0.10  -0.43  0.14  0.51  0.59  0.06  0.34  0.26  0.08  -0.64  0.14  0.35  0.18  
2012  0.16  -0.19  0.07  0.38  -0.35  0.42  0.47  0.31  0.05  0.30  0.19  0.02  -0.53  0.33  0.49  0.24  
2013  0.21  -0.13  0.08  0.32  -0.23  0.13  0.45  0.60  0.12  0.35  0.28  -0.02  -0.44  0.11  0.37  0.28  
2014  0.25  -0.11  0.32  0.37  -0.31  0.09  0.55  0.41  0.03  0.30  0.35  0.21  -0.51  0.22  0.54  0.24  
2015  0.25  -0.13  0.13  0.24  -0.31  0.22  0.43  0.47  0.04  0.35  0.36  -0.09  -0.35  0.30  0.42  0.24  
2016  0.24  -0.01  0.18  0.27  -0.28  0.17  0.52  0.29  0.23  0.25  0.33  -0.04  -0.40  0.12  0.36  0.07  
2017  0.16  -0.13  0.29  0.24  -0.47  0.07  0.63  0.53  0.10  0.30  0.35  -0.03  -0.72  0.23  0.39  0.13  
2018  0.13  -0.17  0.07  0.20  -0.24  0.04  0.56  0.45  0.05  0.42  0.23  0.06  -0.42  0.13  0.57  0.19  
2019  0.04  -0.15  0.17  0.31  -0.24  0.03  0.49  0.62  -0.02  0.36  0.34  -0.24  -0.56  0.27  0.48  0.17  
2020  0.21  -0.03  -0.02  0.32  -0.42  0.18  0.49  0.47  0.09  0.41  0.35  0.10  -0.44  0.12  0.51  0.30  
2021  0.33  0.02  0.07  0.37  -0.39  0.15  0.63  0.39  0.14  0.29  0.25  0.13  -0.56  0.06  0.29  0.06  
2022  0.17  -0.19  0.17  0.30  -0.34  0.09  0.54  0.46  -0.05  0.36  0.50  0.05  -0.60  0.11  0.27  0.04  
2023  0.13  0.02  0.15  0.40  -0.29  0.19  0.56  0.36  0.05  0.21  0.32  -0.05  -0.74  0.20  0.33  0.05  
2024  0.07  -0.05  0.23  0.45  -0.13  0.23  0.52  0.49  -0.12  0.27  0.25  -0.00  -0.62  0.14  0.39  0.14  
2025  0.09  -0.03  0.07  0.39  -0.48  0.27  0.46  0.34  0.02  0.41  0.22  -0.03  -0.70  0.24  0.26  0.23  
2026  0.27  -0.06  0.01  0.36  -0.22  0.35  0.47  0.59  -0.12  0.42  0.12  0.17  -0.20  0.07  0.14  0.27  
2031  0.09  0.03  0.07  0.23  -0.35  0.16  0.50  0.50  -0.04  0.30  0.42  -0.02  -0.49  0.22  0.33  0.15  
2032  0.27  -0.03  0.13  0.10  -0.38  0.10  0.61  0.41  0.12  0.35  0.24  0.05  -0.57  0.21  0.45  0.35  
2033  0.09  0.15  0.13  0.43  -0.40  0.09  0.54  0.37  0.13  0.18  0.35  0.06  -0.59  0.29  0.11  0.25  
2034  0.32  -0.08  0.12  0.32  -0.36  0.11  0.59  0.35  0.14  0.32  0.17  0.08  -0.52  0.31  0.40  0.09  
2035  0.07  -0.03  0.14  0.29  -0.26  0.14  0.53  0.44  0.12  0.33  0.47  0.08  -0.63  0.27  0.41  0.18  
2041  -0.08  -0.13  0.08  0.33  -0.30  0.26  0.52  0.55  0.12  0.31  0.23  -0.13  -0.67  0.23  0.63  0.35  
2044  0.17  -0.16  0.11  0.44  -0.26  0.07  0.47  0.46  -0.02  0.26  0.33  -0.08  -0.61  0.36  0.19  0.20  
2045  0.16  -0.16  0.02  0.34  -0.29  0.34  0.55  0.52  0.11  0.23  0.19  0.00  -0.53  0.28  0.39  0.10  
2046  0.19  -0.15  0.00  0.45  -0.36  0.11  0.55  0.44  -0.07  0.38  0.30  -0.05  -0.60  0.20  0.37  0.28  
2047  0.04  -0.03  0.09  0.11  -0.23  0.26  0.62  0.47  0.07  0.40  0.18  0.05  -0.39  0.16  0.37  0.15  
2048  0.10  -0.13  0.25  0.34  -0.43  -0.03  0.46  0.37  0.08  0.19  0.23  -0.04  -0.56  0.23  0.43  0.12  
2049  0.05  -0.09  0.18  0.29  -0.36  0.20  0.45  0.51  0.12  0.37  0.31  -0.05  -0.35  0.24  0.44  0.14  
2050  0.18  0.00  0.21  0.38  -0.40  0.16  0.32  0.45  0.29  0.33  0.33  -0.10  -0.56  0.10  0.50  0.16  
2051  0.24  -0.11  -0.01  0.45  -0.34  0.16  0.62  0.66  0.09  0.24  0.32  -0.03  -0.46  0.12  0.46  0.38  
2052  0.31  0.01  0.24  0.30  -0.46  0.16  0.41  0.54  0.09  0.33  -0.04  0.02  -0.50  0.17  0.45  0.14  
2053  0.09  -0.04  0.09  0.27  -0.17  0.16  0.54  0.38  -0.04  0.25  0.21  0.00  -0.51  0.17  0.51  0.22  
2054  0.15  -0.19  0.14  0.15  -0.42  0.13  0.25  0.39  0.02  0.11  0.26  -0.08  -0.65  0.54  0.29  0.09  
2055  0.03  -0.19  -0.03  0.29  -0.43  0.11  0.54  0.35  0.21  0.05  0.16  0.07  -0.35  0.23  0.03  0.22  
2058  0.14  -0.18  0.32  0.25  -0.26  0.06  0.59  0.38  -0.05  0.38  0.11  -0.07  -0.42  -0.01  0.46  0.14  
2059  0.19  -0.04  0.32  0.36  -0.39  0.26  0.57  0.37  0.04  0.44  0.44  -0.13  -0.51  0.20  0.22  0.27  
2060  -0.05  -0.21  0.21  0.28  -0.56  0.08  0.50  0.46  0.24  0.19  0.26  -0.05  -0.60  0.23  0.38  0.33  
2061  0.09  -0.19  0.06  0.16  -0.64  0.08  0.56  0.37  0.21  0.17  0.20  0.03  -0.35  0.28  0.55  0.26  
2062  0.16  -0.06  -0.09  0.33  -0.33  0.22  0.59  0.28  0.20  0.32  0.35  -0.06  -0.70  0.21  0.46  0.13  
2063  0.09  -0.22  -0.01  0.39  -0.29  0.24  0.46  0.49  0.01  0.28  0.08  -0.06  -0.79  0.43  0.32  0.22  
2064  0.23  -0.11  0.10  0.25  -0.26  0.20  0.53  0.47  0.03  0.41  0.25  -0.05  -0.81  0.25  0.49  -0.01  
2065  0.18  -0.20  0.09  0.39  -0.49  0.04  0.45  0.39  0.05  0.34  0.16  0.08  -0.44  0.18  0.36  -0.10  
2066  0.12  -0.20  0.18  0.48  -0.34  0.04  0.75  0.43  -0.17  0.39  0.26  0.03  -0.28  0.30  0.45  0.11  
2067  0.17  -0.00  0.16  0.26  -0.53  0.04  0.59  0.39  -0.05  0.39  0.29  -0.03  -0.63  0.18  0.43  0.25  
2068  0.17  -0.09  0.06  0.27  -0.40  -0.03  0.48  0.41  0.09  0.23  0.29  -0.05  -0.66  0.29  0.33  0.07  
2069  0.01  -0.23  0.07  0.24  -0.45  0.27  0.69  0.60  0.22  0.31  0.14  0.02  -0.63  0.35  0.45  0.18  
2070  0.10  -0.00  0.07  0.28  -0.24  0.17  0.36  0.46  -0.10  0.31  0.19  -0.14  -0.70  0.31  0.34  -0.00  
2071  0.29  0.05  0.22  0.26  -0.42  0.19  0.48  0.47  0.05  0.34  0.17  0.08  -0.45  0.39  0.53  0.31  
2072  0.17  0.03  0.06  0.25  -0.29  0.14  0.60  0.40  0.30  0.39  0.25  -0.15  -0.81  0.13  0.31  -0.06  
2073  0.26  -0.17  0.10  0.48  -0.36  0.23  0.52  0.41  0.17  0.22  0.22  -0.01  -0.55  0.17  0.40  0.21  
2074  0.27  -0.05  0.22  0.43  -0.54  0.14  0.60  0.41  0.26  0.31  0.13  -0.12  -0.58  0.25  0.33  0.28  
2075  0.11  -0.08  0.20  0.31  -0.26  0.18  0.55  0.41  0.14  0.25  0.24  -0.24  -0.80  0.24  0.47  0.05  
2076  0.16  -0.09  0.19  0.32  -0.63  0.20  0.57  0.39  0.14  0.21  0.20  0.01  -0.53  0.43  0.29  0.22  
2077  0.12  -0.06  0.30  0.37  -0.28  0.31  0.48  0.52  0.07  0.37  0.26  -0.08  -0.72  0.21  0.35  0.07  
2078  0.34  0.03  0.09  0.32  -0.26  -0.02  0.48  0.39  -0.07  0.36  0.12  -0.09  -0.45  0.10  0.30  -0.02  
2079  0.19  -0.18  0.06  0.36  -0.46  0.22  0.66  0.38  -0.07  0.11  0.29  -0.05  -0.69  0.12  0.42  -0.06  
2080  0.17  -0.10  0.07  0.52  -0.35  0.22  0.45  0.30  0.08  0.28  0.20  0.05  -0.65  0.09  0.33  0.22  
2081  0.11  -0.22  0.05  0.19  -0.19  0.15  0.62  0.49  0.30  0.24  0.20  0.01  -0.66  0.23  0.27  0.33  
2082  0.19  0.02  0.17  0.12  -0.26  0.14  0.61  0.47  -0.07  0.45  0.41  -0.01  -0.53  0.12  0.33  0.15  
2083  0.16  -0.13  0.21  0.30  -0.44  0.36  0.63  0.45  0.22  0.36  0.21  -0.05  -0.79  0.12  0.40  0.06  
2084  0.31  -0.02  -0.03  0.38  -0.35  0.08  0.48  0.28  0.23  0.26  0.18  0.07  -0.69  0.32  0.37  0.23  
2085  0.30  -0.22  0.07  0.30  -0.49  0.26  0.71  0.39  0.14  0.07  0.30  0.01  -0.22  0.29  0.07  0.18  
2086  0.17  -0.08  0.06  0.47  -0.61  -0.11  0.62  0.47  -0.03  0.24  0.32  -0.10  -0.63  0.20  0.29  0.38  
2087  0.12  -0.20  0.08  0.42  -0.39  0.17  0.49  0.51  0.06  0.30  0.28  -0.01  -0.71  0.45  0.35  -0.00  
2088  0.14  -0.25  0.03  0.22  -0.53  0.19  0.50  0.48  0.15  0.24  0.34  -0.10  -0.49  0.15  0.57  0.07  
2089  0.23  -0.04  0.09  0.31  -0.54  0.22  0.38  0.56  -0.08  0.13  0.22  0.03  -0.53  0.26  0.31  0.44  
2090  0.27  -0.16  0.21  0.32  -0.36  0.18  0.59  0.63  -0.09  0.26  0.36  -0.07  -0.52  0.23  0.23  0.29  
2091  0.18  -0.13  0.20  0.33  -0.36  0.14  0.42  0.33  0.12  0.20  0.14  -0.08  -0.42  0.10  0.44  -0.05  
2092  0.24  -0.03  0.14  0.53  -0.48  0.20  0.47  0.49  0.10  0.26  0.33  -0.03  -0.63  0.28  0.32  0.11  
2093  0.10  -0.07  0.22  0.25  -0.11  0.10  0.43  0.60  0.35  0.26  0.32  -0.05  -0.48  0.18  0.37  0.14  
2094  0.26  -0.13  0.02  0.48  -0.54  0.21  0.56  0.37  -0.09  0.14  0.26  0.01  -0.61  0.26  0.43  0.10  
2095  0.20  -0.03  0.17  0.24  -0.32  0.15  0.54  0.48  0.08  0.18  0.36  -0.12  -0.39  0.21  0.26  0.01  
2096  0.18  -0.15  -0.02  0.33  -0.40  0.20  0.56  0.43  0.20  0.22  0.27  0.04  -0.74  0.27  0.28  -0.02  
2097  0.16  0.03  0.10  0.26  -0.37  0.07  0.32  0.69  0.17  0.18  0.22  -0.02  -0.67  0.26  0.39  0.32  
2098  0.12  -0.01  0.13  0.19  -0.52  0.07  0.59  0.62  -0.07  0.21  0.22  -0.05  -0.42  0.13  0.42  0.07  
2099  0.16  0.04  0.19  0.24  -0.33  0.24  0.46  0.26  0.06  0.26  0.13  -0.08  -0.57  0.20  0.34  0.15  
2100  0.18  -0.07  0.14  0.24  -0.25  0.07  0.48  0.51  -0.03  0.31  0.08  0.07  -0.67  0.16  0.22  0.16  
2101  0.09  -0.02  0.40  0.14  -0.41  -0.01  0.56  0.33  0.07  0.40  0.01  0.14  -0.38  0.27  0.19  -0.09  
2102  0.23  -0.05  0.14  0.31  -0.49  0.17  0.67  0.28  -0.01  0.33  0.21  0.04  -0.64  0.07  0.40  0.23  
2103  0.30  -0.10  0.19  0.30  -0.38  0.12  0.58  0.19  0.21  0.28  0.24  0.11  -0.66  0.20  0.45  0.23  
2104  0.25  -0.12  0.18  0.28  -0.27  0.14  0.60  0.48  0.18  0.14  0.17  -0.02  -0.76  0.25  0.47  0.18  
2106  0.12  0.04  0.16  0.25  -0.33  0.19  0.47  0.52  0.12  0.15  0.21  -0.07  -0.77  0.19  0.36  0.30  
2107  0.12  0.08  0.11  0.25  -0.35  0.10  0.56  0.12  0.16  0.14  0.34  0.02  -0.56  0.22  0.26  0.28  
2108  -0.05  -0.27  -0.04  0.29  -0.34  0.28  0.50  0.43  0.26  0.26  0.33  -0.11  -0.31  0.07  0.55  0.12  
2109  0.32  0.04  0.19  0.09  -0.40  0.18  0.43  0.32  0.08  0.24  0.29  0.02  -0.54  0.21  0.44  0.14  
2110  0.12  -0.10  0.24  0.24  -0.21  0.04  0.47  0.43  -0.21  0.28  0.25  0.07  -0.55  0.23  0.21  0.21  
2111  -0.04  -0.27  0.13  0.32  -0.10  -0.02  0.46  0.55  0.07  0.12  0.26  0.10  -0.64  0.16  0.22  0.21  
2112  0.21  -0.10  0.20  0.14  -0.25  0.29  0.36  0.47  -0.04  0.34  0.28  0.02  -0.60  0.09  0.44  0.32  
2113  0.04  -0.04  0.40  0.39  -0.90  0.20  0.46  0.36  0.14  0.36  0.32  0.14  -0.58  0.33  0.19  0.31  
2116  -0.04  -0.16  0.01  0.44  -0.37  0.13  0.50  0.35  0.12  0.29  0.26  0.13  -0.74  0.14  0.16  0.09  
2117  0.30  -0.05  0.12  0.42  -0.40  0.37  0.57  0.36  -0.06  0.50  0.15  0.14  -0.53  0.08  0.43  0.15  
2118  0.26  -0.10  0.07  0.24  -0.53  -0.07  0.33  0.31  0.15  0.45  0.05  -0.18  -0.48  0.32  0.32  -0.03  
2119  0.32  -0.02  0.02  0.24  -0.37  -0.04  0.54  0.33  0.15  0.41  0.10  0.20  -0.48  0.19  0.36  0.10  
2120  0.20  -0.07  0.06  0.10  -0.40  0.19  0.57  0.53  0.07  0.28  0.07  0.00  -0.73  0.23  0.35  0.23  
2121  0.27  -0.23  0.14  0.27  -0.64  0.24  0.49  0.27  0.10  0.36  0.25  0.05  -0.57  0.28  0.32  0.18  
2122  0.09  -0.05  0.20  0.19  0.03  0.09  0.57  0.52  0.13  0.32  0.01  0.05  -0.25  0.25  0.47  0.32  
2123  0.08  -0.06  0.19  0.47  -0.40  0.35  0.58  0.69  0.00  0.22  0.20  0.09  -0.51  0.22  0.41  0.09  
2124  0.09  -0.04  0.27  0.18  -0.20  0.15  0.49  0.47  0.05  0.22  0.19  -0.18  -0.52  0.12  0.54  0.19  
2125  0.31  -0.00  -0.01  0.28  -0.29  0.22  0.48  0.48  0.28  0.30  0.33  -0.19  -0.39  0.06  0.37  0.09  
2126  0.19  -0.06  0.17  0.26  -0.48  0.02  0.57  0.40  0.03  0.25  0.39  0.05  -0.63  0.32  0.32  0.21  
2127  0.27  -0.11  0.11  0.17  -0.31  0.23  0.65  0.47  0.06  0.25  0.28  -0.09  -0.70  0.22  0.48  0.38  
2128  0.17  -0.04  0.22  0.27  -0.32  0.16  0.54  0.27  0.06  0.34  0.30  0.03  -0.51  0.21  0.32  0.02  
2129  0.30  0.03  0.06  0.30  -0.20  0.08  0.57  0.38  -0.01  0.48  0.35  -0.06  -0.49  0.18  0.45  0.19  
2130  0.26  -0.08  0.08  0.44  -0.48  0.11  0.56  0.58  0.08  0.44  0.19  0.01  -0.60  0.13  0.37  0.20  
2131  0.28  -0.20  0.03  0.33  -0.46  -0.10  0.31  0.46  0.18  0.32  0.43  -0.12  -0.48  0.23  0.39  0.20  
2132  -0.00  -0.05  -0.04  0.36  0.00  0.06  0.62  0.48  -0.05  0.22  0.26  -0.01  -0.41  0.25  0.41  0.10  
2133  0.24  -0.06  0.05  0.30  -0.41  0.21  0.52  0.48  0.10  0.38  0.15  0.07  -0.61  0.16  0.36  0.17  
2134  -0.08  -0.10  0.15  0.22  -0.45  0.13  0.46  0.50  0.11  0.29  0.18  -0.13  -0.58  0.20  0.40  0.21  
2135  0.19  0.00  0.12  0.29  -0.35  0.19  0.65  0.47  0.02  0.31  0.27  0.01  -0.45  0.29  0.38  0.21  
2136  0.13  -0.08  0.23  0.33  -0.38  0.14  0.56  0.47  0.11  0.31  0.25  -0.01  -0.66  0.21  0.46  -0.05  
2137  0.02  -0.19  0.06  0.42  -0.68  0.10  0.38  0.25  0.12  0.39  0.04  0.03  -0.51  0.12  0.29  0.12  
2138  0.22  0.10  0.10  0.17  -0.59  0.06  0.60  0.38  -0.03  0.35  0.27  -0.18  -0.59  0.09  0.48  0.33  
2139  0.20  0.01  0.17  0.23  -0.20  0.14  0.54  0.58  0.16  0.36  0.31  -0.07  -0.49  0.26  0.45  -0.07  
2140  0.21  -0.06  0.01  0.18  -0.35  0.26  0.65  0.43  0.06  0.27  0.37  0.12  -0.74  0.33  0.38  0.13  
2141  0.23  0.03  0.10  0.31  -0.33  0.02  0.56  0.41  0.13  0.31  0.30  -0.06  -0.49  0.38  0.36  0.07  
2142  0.13  0.10  0.11  0.33  -0.21  0.01  0.43  0.46  0.14  0.30  0.19  0.16  -0.40  0.16  0.28  0.29  
2143  0.16  -0.11  0.10  0.36  -0.19  0.24  0.44  0.46  0.06  0.38  0.23  0.08  -0.37  0.17  0.20  0.23  
2144  0.05  0.02  0.07  0.38  -0.17  0.35  0.52  0.30  -0.02  0.09  0.10  0.07  -0.67  0.19  0.46  0.14  
2145  0.24  -0.05  0.06  0.16  -0.35  0.10  0.57  0.44  0.07  0.37  0.12  0.03  -0.71  0.40  0.37  0.12  
2146  0.32  0.04  0.03  0.33  -0.43  0.15  0.57  0.38  0.13  0.11  0.17  -0.13  -0.41  0.25  0.33  0.16  
2147  0.13  -0.11  0.11  0.27  -0.35  0.20  0.61  0.61  0.18  0.31  0.30  -0.04  -0.31  0.30  0.47  0.00  
2148  0.17  -0.01  0.09  0.32  -0.46  0.11  0.43  0.48  -0.01  0.33  0.23  0.11  -0.52  0.17  0.43  0.06  
2149  0.27  -0.10  0.17  0.33  -0.23  0.04  0.60  0.37  0.16  0.34  0.25  0.03  -0.57  0.23  0.32  0.22  
2150  0.09  -0.12  0.05  0.33  -0.38  -0.00  0.61  0.49  -0.02  0.31  0.24  -0.03  -0.62  0.14  0.38  0.28  
2151  0.26  -0.10  0.21  0.38  -0.11  0.13  0.41  0.25  0.10  0.22  0.21  0.07  -0.47  0.07  0.38  0.06  
2152  0.13  -0.17  0.01  0.20  -0.18  -0.04  0.42  0.25  0.20  0.17  0.21  -0.06  -0.58  0.20  0.32  0.34  
2153  0.20  -0.14  0.11  0.30  -0.55  0.10  0.50  0.34  0.11  0.14  0.25  0.07  -0.45  0.24  0.29  0.21  
2154  0.11  -0.12  0.20  0.25  -0.39  0.12  0.48  0.36  -0.05  0.31  0.33  0.05  -0.40  0.11  0.32  0.12  
2155  0.18  -0.20  0.17  0.29  -0.31  0.11  0.52  0.54  -0.08  0.29  0.27  0.05  -0.40  0.42  0.42  0.19  
2156  0.02  -0.04  0.24  0.20  -0.44  0.03  0.33  0.23  0.11  0.16  0.24  0.00  -0.29  0.20  0.32  0.18  
2157  0.26  -0.08  -0.03  0.14  -0.58  0.20  0.36  0.44  -0.07  0.31  0.17  -0.11  -0.76  0.26  0.55  0.32  
2158  0.36  -0.10  0.08  0.45  -0.15  0.06  0.60  0.64  -0.10  0.24  0.25  0.04  -0.66  0.15  0.47  0.11  
2159  0.09  0.11  0.12  0.22  -0.54  -0.01  0.32  0.32  0.32  0.17  0.26  0.11  -0.49  0.27  0.35  0.26  
2160  0.06  0.07  0.22  0.35  -0.39  0.10  0.54  0.61  0.00  0.42  0.24  0.03  -0.50  0.26  0.40  0.12  
2161  0.12  -0.18  0.11  0.52  -0.23  0.21  0.66  0.36  0.07  0.27  0.15  -0.03  -0.70  0.37  0.28  0.13  
2162  0.15  -0.09  0.09  0.31  -0.06  0.03  0.47  0.51  0.12  0.17  0.14  -0.04  -0.56  0.36  0.34  0.07  
2163  0.27  -0.08  -0.01  0.24  -0.42  0.19  0.61  0.53  0.04  0.24  0.17  0.11  -0.54  0.26  0.35  0.20  
2164  0.28  -0.16  0.11  0.32  -0.30  0.13  0.67  0.40  0.05  0.31  0.24  -0.02  -0.66  0.19  0.33  0.30  
2165  0.13  -0.37  0.10  0.29  -0.27  0.11  0.60  0.60  0.15  0.12  0.25  0.10  -0.62  0.26  0.35  0.19  
2166  0.23  -0.11  -0.03  0.22  -0.29  0.14  0.41  0.55  -0.16  0.30  0.18  -0.07  -0.47  0.15  0.18  0.05  
2167  0.05  -0.06  0.32  0.10  -0.42  0.11  0.47  0.32  -0.19  0.15  0.24  0.03  -0.59  0.20  0.34  0.10  
2168  0.22  -0.03  0.07  0.30  -0.46  0.20  0.56  0.44  0.25  0.26  0.22  0.20  -0.61  0.34  0.25  -0.04  
2169  0.26  -0.26  -0.01  0.23  -0.50  0.04  0.38  0.39  0.07  0.45  0.06  0.01  -0.50  0.07  0.26  0.05  
2170  0.23  -0.12  0.09  0.37  -0.13  0.24  0.54  0.63  0.11  0.13  0.04  -0.09  -0.64  0.19  0.37  0.14  
2171  -0.08  0.09  0.12  0.53  -0.08  0.20  0.42  0.31  -0.16  0.28  0.25  0.18  -0.47  0.24  0.45  0.15  
2173  0.20  0.11  0.19  0.15  -0.13  0.14  0.25  0.29  0.19  0.10  0.19  0.01  -0.79  0.30  0.39  0.07  
2174  0.08  -0.12  0.20  0.26  -0.15  0.16  0.52  0.54  0.17  0.10  0.20  0.11  -0.86  0.25  0.59  0.28  
2175  0.16  -0.09  0.24  0.35  -0.41  0.14  0.43  0.49  0.04  0.21  0.27  -0.04  -0.52  0.27  0.24  0.13  
2176  0.06  0.05  0.15  0.26  -0.35  0.21  0.31  0.48  0.17  0.39  0.10  0.12  -0.47  0.15  0.35  0.09  
2177  0.04  -0.08  0.06  0.40  -0.24  0.27  0.61  0.41  0.03  0.28  0.30  0.01  -0.64  0.26  0.34  0.05  
2178  0.26  -0.16  0.16  0.28  -0.47  0.12  0.64  0.53  -0.02  0.49  0.26  0.00  -0.42  0.29  0.27  0.10  
2179  0.12  -0.05  0.18  0.33  -0.35  0.05  0.62  0.37  0.15  0.41  0.41  -0.03  -0.69  0.08  0.57  0.11  
2180  0.27  -0.16  0.17  0.21  -0.48  0.25  0.44  0.41  0.25  0.24  0.25  0.01  -0.65  0.05  0.48  0.38  
2181  0.28  -0.11  0.18  0.16  -0.48  0.16  0.45  0.73  0.13  0.32  0.27  -0.04  -0.82  0.16  0.42  0.01  
2182  -0.02  -0.04  0.02  0.21  -0.43  0.25  0.68  0.31  0.10  0.30  0.16  0.05  -0.33  0.33  0.49  0.10  
2183  0.06  -0.20  0.25  0.20  -0.35  -0.02  0.60  0.33  -0.14  0.35  0.25  -0.00  -0.66  0.25  0.32  0.17  
2184  0.18  -0.08  0.05  0.13  -0.55  0.08  0.57  0.22  -0.01  0.37  0.11  -0.11  -0.74  0.25  0.30  0.10  
2185  0.08  -0.18  0.18  0.45  -0.37  0.13  0.45  0.34  -0.01  0.15  0.18  0.08  -0.63  0.18  0.29  0.18  
2186  0.19  -0.15  0.16  0.27  -0.29  0.06  0.37  0.40  0.06  0.37  0.15  0.00  -0.43  0.06  0.30  0.36  
2187  0.16  -0.18  0.02  0.36  -0.39  0.04  0.61  0.42  0.01  0.39  0.37  -0.06  -0.46  0.30  0.50  0.11  
2188  0.26  -0.01  0.18  0.32  -0.50  0.13  0.56  0.33  -0.06  0.42  0.20  0.09  -0.71  0.28  0.39  0.08  
2189  0.07  0.07  0.05  0.23  -0.23  0.07  0.49  0.38  -0.03  0.36  0.29  0.05  -0.55  0.22  0.32  0.37  
2190  0.08  -0.06  0.03  0.24  -0.26  0.13  0.53  0.53  0.06  0.29  0.26  -0.09  -0.54  0.05  0.21  0.09  
2191  0.28  -0.16  0.23  0.44  -0.63  0.10  0.45  0.41  0.21  0.43  0.14  -0.05  -0.59  0.31  0.37  -0.02  
2192  0.07  -0.00  0.13  0.11  -0.42  0.13  0.52  0.42  0.09  0.42  0.32  0.14  -0.59  0.39  0.46  0.10  
2193  0.13  -0.22  0.05  0.29  -0.26  0.22  0.57  0.39  0.00  0.22  0.26  -0.00  -0.46  0.38  0.50  0.02  
2194  0.25  -0.01  0.03  0.34  -0.45  0.17  0.42  0.36  0.08  0.32  0.27  -0.03  -0.77  0.20  0.26  0.16  
2195  0.16  -0.22  0.11  0.26  -0.27  0.30  0.44  0.41  0.09  0.31  0.22  -0.06  -0.53  0.15  0.53  0.45  
2196  0.25  -0.02  0.01  0.30  -0.29  0.01  0.58  0.44  0.15  0.29  0.15  0.06  -0.72  0.07  0.32  0.17  
2197  0.14  -0.46  0.14  0.36  -0.14  -0.02  0.72  0.33  0.00  0.49  0.04  0.35  -0.66  -0.05  0.38  0.05  
2198  0.12  -0.13  0.20  0.12  -0.34  0.13  0.55  0.25  0.21  0.28  0.23  -0.05  -0.55  0.09  0.44  -0.01  
2199  0.12  -0.06  0.06  0.26  -0.18  0.12  0.53  0.59  0.05  0.43  0.22  -0.21  -0.51  0.14  0.38  -0.08  
2200  0.11  -0.21  0.03  0.27  -0.29  0.17  0.54  0.34  0.06  0.24  0.25  0.06  -0.42  0.18  0.43  0.09  
