nrun  S2L1    S2L2    S2L3    S2L4    S2L5    S2L6    S2L7    S2L8    S2L9    S2L10   S2L11   S2L12   S2L13   S2L14   S2L15  S2L16
1461  0.21  -0.19  0.05  0.18  -0.42  0.20  0.57  0.54  0.03  0.48  0.13  -0.05  -0.83  0.33  0.41  0.20  
1462  0.22  -0.26  0.02  0.26  -0.20  0.40  0.51  0.47  0.14  0.34  0.08  -0.07  -0.49  0.27  0.49  0.14  
1463  0.24  0.06  0.05  0.25  -0.35  0.23  0.46  0.46  0.05  0.37  0.16  -0.28  -0.66  0.39  0.50  0.23  
1464  0.20  0.04  0.02  -0.01  -0.26  0.45  0.69  0.56  0.13  0.81  0.16  -0.22  -0.95  0.07  0.35  -0.06  
1465  0.30  -0.17  -0.06  0.29  -0.40  0.31  0.56  0.47  0.12  0.33  0.06  -0.22  -0.66  0.27  0.28  0.23  
1466  0.36  -0.20  -0.14  0.33  -0.31  0.02  0.59  0.40  0.27  0.36  0.17  -0.07  -0.81  0.34  0.26  0.06  
1468  0.35  -0.16  -0.22  0.10  -0.07  0.11  0.32  0.54  0.15  0.56  0.14  -0.04  -0.38  0.27  0.46  0.14  
1469  0.29  -0.20  -0.10  0.21  -0.23  0.32  0.74  0.53  0.10  0.65  0.30  0.02  -0.72  0.35  0.31  0.14  
1470  0.32  -0.20  -0.08  0.36  -0.29  0.34  0.52  0.50  0.08  0.46  0.14  -0.08  -0.73  0.32  0.34  0.17  
1472  0.22  -0.17  -0.16  0.42  -0.38  0.21  0.38  0.55  0.34  0.47  0.15  0.11  -0.59  0.31  0.66  0.12  
1475  0.01  -0.12  -0.04  0.20  -0.28  -0.00  0.62  0.58  0.16  0.34  0.21  0.17  -0.37  0.24  0.45  0.03  
1476  0.29  -0.14  -0.04  0.46  -0.28  0.09  0.58  0.33  -0.06  0.57  0.13  -0.14  -0.53  0.36  0.42  0.19  
1477  0.25  0.02  -0.16  0.39  -0.29  0.18  0.55  0.25  0.14  0.33  0.33  -0.17  -1.07  0.34  0.37  -0.06  
1482  0.38  -0.13  -0.13  0.38  -0.46  0.22  0.51  0.86  0.10  0.48  0.10  0.01  -0.64  0.41  0.44  0.21  
1483  0.41  -0.02  0.10  0.54  -0.47  0.03  0.76  0.66  0.02  0.39  -0.03  -0.02  -0.60  0.65  0.20  0.11  
1484  0.26  -0.13  0.00  0.35  -0.33  0.26  0.61  0.73  0.01  0.62  0.05  -0.15  -0.43  0.29  0.35  0.20  
1485  0.25  -0.09  -0.01  0.33  -0.77  0.03  0.60  0.43  0.13  0.62  0.18  0.01  -0.75  0.34  0.30  0.16  
1486  0.32  -0.18  -0.14  0.26  -0.73  0.15  0.46  0.19  -0.05  0.40  0.26  0.03  -0.62  0.31  0.34  -0.03  
1487  0.39  -0.21  -0.17  0.31  -0.52  -0.01  0.59  0.62  0.08  0.21  0.18  -0.06  -0.33  0.27  0.37  0.08  
1488  -0.06  0.01  0.04  0.55  -0.36  0.20  0.79  0.36  0.14  0.43  0.40  -0.10  -0.24  0.17  0.47  0.32  
1489  0.33  -0.19  -0.07  0.45  -0.44  0.18  0.44  0.58  0.02  0.36  0.22  -0.07  -0.70  0.40  0.33  0.12  
1490  0.24  -0.24  -0.10  0.58  -0.40  0.12  0.37  0.46  0.06  0.37  0.17  -0.10  -0.67  0.31  0.59  0.14  
1491  0.29  -0.09  -0.05  0.31  -0.31  0.06  0.58  0.40  -0.16  0.41  0.16  -0.07  -0.63  0.13  0.50  0.02  
1492  0.30  -0.21  0.14  0.33  -0.15  0.20  0.60  0.44  0.11  0.38  0.23  -0.28  -0.55  0.41  0.47  0.12  
1493  0.37  -0.11  -0.12  0.30  -0.36  0.40  0.42  0.55  -0.12  0.47  -0.00  -0.07  -0.60  0.13  0.41  0.16  
1494  0.41  0.09  0.12  0.24  -0.33  0.19  0.79  0.38  -0.09  0.75  0.40  0.32  -0.44  0.16  0.44  0.22  
1495  0.35  -0.18  0.12  0.51  -0.50  0.20  0.65  0.66  0.07  0.47  0.12  -0.04  -0.68  0.23  0.41  0.14  
1496  0.48  0.00  -0.17  0.35  -0.20  0.33  0.39  0.44  0.24  0.35  0.14  -0.00  -0.71  0.21  0.54  0.38  
1501  0.42  -0.03  -0.00  0.22  -0.26  0.20  0.61  0.38  -0.05  0.64  0.10  -0.33  -0.61  0.26  0.35  0.06  
1502  0.36  -0.19  -0.06  0.41  -0.23  0.22  0.51  0.64  0.10  0.55  0.16  0.02  -0.59  0.40  0.44  0.28  
1503  0.18  -0.19  0.01  0.40  -0.39  0.22  0.39  0.71  0.17  0.43  -0.04  -0.26  -0.40  0.06  0.42  0.37  
1504  0.37  -0.27  0.08  0.34  -0.64  0.53  0.61  0.60  0.06  0.48  0.41  -0.09  -0.78  0.37  0.35  -0.02  
1505  0.11  -0.11  -0.13  0.46  -0.37  0.25  0.68  0.59  -0.22  0.36  0.30  0.03  -0.60  0.21  0.40  0.15  
1506  0.27  -0.04  0.03  0.22  -0.42  0.39  0.62  0.49  0.18  0.45  0.12  0.05  -0.77  0.20  0.31  0.09  
1510  -0.04  -0.22  0.06  0.28  -0.27  0.08  0.63  0.51  0.11  0.48  0.31  -0.18  -0.61  0.09  0.33  0.11  
1513  0.37  -0.04  0.22  0.38  -0.28  0.26  0.70  0.53  -0.03  0.50  0.08  -0.16  -0.58  0.14  0.44  0.36  
1515  0.32  -0.22  0.24  0.24  -0.38  0.49  0.48  0.48  -0.01  0.53  0.31  0.01  -0.48  0.12  0.38  0.37  
1516  0.30  0.08  0.28  0.25  -0.23  0.20  0.52  0.45  -0.02  0.60  0.20  0.08  -0.67  0.21  0.39  0.05  
1518  0.55  -0.11  -0.00  0.22  -0.33  0.40  0.64  0.37  0.09  0.31  0.34  -0.15  -0.82  0.21  0.34  0.09  
1520  0.19  -0.06  0.10  0.12  -0.03  0.33  0.54  0.24  0.09  0.33  0.09  0.02  -0.87  -0.07  0.24  0.38  
1521  -0.08  -0.08  -0.05  0.00  -0.51  0.53  0.24  0.62  0.02  0.44  0.08  -0.03  -0.42  0.09  0.21  0.11  
1525  0.09  -0.14  -0.05  0.50  -0.29  0.31  0.40  0.54  -0.00  0.60  0.22  -0.03  -0.67  0.28  0.46  0.07  
1526  0.13  -0.14  0.11  0.50  -0.31  0.22  0.40  0.33  0.07  0.54  0.21  -0.10  -0.61  0.08  0.10  0.27  
1528  0.26  -0.05  -0.06  0.42  -0.30  0.26  0.46  0.13  0.31  0.44  0.16  -0.15  -0.68  0.07  0.43  0.21  
1529  -0.14  0.10  0.14  0.16  -0.66  0.44  0.65  0.47  -0.10  0.41  0.28  -0.19  -0.34  0.35  0.55  0.16  
1530  0.25  -0.33  -0.27  0.46  -0.22  0.16  0.47  0.59  -0.07  0.56  0.16  0.02  -0.74  0.05  0.50  0.13  
1531  0.48  -0.06  0.06  0.24  -0.41  0.26  0.57  0.34  0.04  0.46  0.30  0.08  -0.47  0.05  0.35  0.27  
1532  0.35  -0.20  -0.10  0.30  -0.21  0.43  0.55  0.62  0.02  0.34  0.15  0.15  -0.68  0.38  0.44  0.24  
1533  0.16  -0.19  0.22  0.44  -0.20  0.11  0.45  0.42  -0.02  0.44  0.47  0.01  -0.49  0.26  0.32  0.34  
1540  0.23  -0.05  0.20  0.29  -0.20  0.18  0.45  0.62  0.17  0.49  0.18  -0.10  -0.75  0.08  0.44  0.14  
1541  0.11  -0.21  0.17  0.38  -0.04  0.08  0.65  0.40  -0.09  0.47  0.21  -0.16  -0.73  0.13  0.19  0.36  
1542  -0.06  -0.20  0.11  0.32  -0.14  0.13  0.54  0.49  0.04  0.39  0.15  -0.04  -0.65  0.21  0.27  0.31  
1543  0.19  -0.14  0.17  0.22  -0.26  0.23  0.55  0.48  0.20  0.69  0.35  -0.08  -0.44  0.32  0.47  0.15  
1545  0.18  -0.02  0.13  0.28  -0.23  0.05  0.49  0.59  -0.00  0.35  0.40  -0.02  -0.56  0.36  0.52  0.03  
1546  0.25  -0.16  0.18  0.38  -0.25  0.22  0.63  0.51  0.15  0.59  0.07  0.10  -0.90  0.10  0.30  0.40  
1547  0.20  -0.09  0.10  0.22  -0.43  0.03  0.46  0.40  0.11  0.62  0.27  -0.04  -0.64  0.21  0.43  0.10  
1548  0.35  0.04  0.14  0.39  -0.20  0.18  0.40  0.40  -0.10  0.59  0.27  -0.06  -0.55  0.29  0.41  0.12  
1549  0.22  -0.02  -0.05  0.31  -0.35  0.15  0.47  0.25  -0.08  0.61  0.25  0.06  -0.82  0.31  0.52  0.05  
1550  0.32  -0.16  0.10  0.27  -0.34  0.31  0.55  0.53  -0.07  0.69  0.12  -0.20  -0.59  0.31  0.31  0.07  
1551  0.19  -0.09  0.14  0.37  -0.27  0.21  0.56  0.62  -0.03  0.55  0.30  -0.07  -0.60  0.15  0.45  0.22  
1553  0.17  -0.09  0.03  0.17  -0.43  0.23  0.61  0.42  0.10  0.30  0.43  0.05  -0.61  0.36  0.30  0.14  
1557  0.06  -0.37  0.04  0.23  -0.48  0.05  0.47  0.41  -0.22  0.37  0.32  -0.07  -0.77  0.10  0.25  0.18  
1558  0.29  0.03  0.21  0.19  -0.35  0.26  0.60  0.17  0.11  0.33  0.41  -0.28  -0.34  0.32  0.37  0.05  
1559  0.13  -0.09  0.22  0.47  -0.04  0.25  0.79  0.35  0.03  0.52  0.39  -0.06  -0.60  0.24  0.42  0.16  
1560  0.13  -0.25  -0.12  0.44  -0.34  0.38  0.43  0.09  0.15  0.37  0.25  0.16  -0.37  0.28  0.43  0.18  
1561  0.23  -0.00  -0.01  0.43  -0.41  0.48  0.29  0.33  -0.02  0.50  0.46  -0.00  -0.40  0.20  0.48  0.20  
1562  0.29  -0.34  0.17  0.22  -0.09  0.13  0.44  0.26  0.20  0.20  0.29  -0.10  -0.76  0.29  0.40  0.22  
1563  0.24  -0.03  -0.02  0.13  -0.46  0.20  0.44  0.45  0.19  0.34  0.30  -0.15  -0.69  0.24  0.43  0.16  
1564  0.17  0.02  -0.18  0.29  -0.29  0.31  0.29  0.43  0.25  0.45  0.32  -0.14  -0.43  0.25  0.39  0.05  
1565  0.30  -0.10  0.07  0.32  -0.30  0.07  0.49  0.38  0.05  0.48  0.34  0.03  -0.60  0.28  0.38  0.26  
1566  0.28  0.08  -0.00  0.35  -0.32  0.10  0.30  0.47  -0.13  0.32  0.33  -0.03  -0.62  0.28  0.44  0.08  
1567  0.22  -0.21  0.01  0.43  -0.45  0.34  0.58  0.41  0.11  0.28  0.24  -0.09  -0.30  0.32  0.29  0.21  
1568  0.23  -0.12  -0.12  0.49  -0.44  0.03  0.57  0.63  -0.03  0.17  0.29  -0.22  -0.43  0.22  0.43  0.25  
1569  0.07  -0.11  0.07  0.28  0.05  0.35  0.39  0.62  0.06  0.48  0.17  0.16  -0.27  0.34  0.29  0.25  
1571  0.27  -0.07  0.16  0.46  -0.38  0.10  0.60  0.40  -0.06  0.45  0.31  0.01  -0.68  0.14  0.49  0.04  
1572  0.29  -0.08  -0.01  0.31  -0.34  0.08  0.61  0.41  -0.05  0.56  0.41  0.01  -0.54  0.30  0.46  0.20  
1576  0.33  -0.23  0.29  0.42  -0.39  0.14  0.60  0.36  0.09  0.47  0.09  0.19  -0.75  0.33  0.59  0.40  
1577  0.11  -0.06  0.35  0.21  -0.33  0.43  0.56  0.51  0.17  0.36  0.20  -0.06  -0.42  0.07  0.37  0.18  
1578  0.13  -0.11  0.13  0.27  -0.20  0.42  0.42  0.33  -0.00  0.44  0.23  0.07  -0.46  0.22  0.25  0.13  
1579  -0.14  -0.37  0.23  0.40  -0.06  0.09  0.59  0.44  -0.12  0.41  0.26  -0.02  -0.39  0.30  0.50  0.11  
1580  0.08  -0.10  0.00  0.32  -0.33  0.24  0.42  0.41  -0.19  0.44  0.25  0.01  -0.84  0.19  0.26  0.13  
1581  0.40  -0.07  0.23  0.34  -0.50  -0.07  0.60  0.56  0.09  0.40  0.25  0.13  -0.43  0.28  0.32  0.20  
1582  0.30  -0.01  0.09  0.39  -0.45  0.11  0.54  0.43  0.14  0.29  0.17  -0.26  -0.74  0.21  0.50  0.04  
1583  0.29  -0.13  0.12  0.20  0.11  0.05  0.41  0.49  -0.18  0.33  0.15  -0.10  -0.25  0.10  0.35  0.15  
1584  0.18  -0.15  0.14  0.34  -0.28  0.20  0.52  0.45  0.16  0.29  0.19  -0.10  -0.60  0.22  0.44  0.02  
1585  0.24  -0.09  -0.01  0.30  -0.21  0.03  0.55  0.49  0.08  0.47  0.23  -0.04  -0.54  0.25  0.39  0.09  
1586  0.06  -0.17  0.01  0.27  -0.36  0.12  0.70  0.46  -0.15  0.40  0.13  0.00  -0.74  0.14  0.43  0.17  
1587  0.27  -0.09  0.06  0.20  -0.32  0.10  0.40  0.51  0.09  0.33  0.28  -0.11  -0.49  0.28  0.34  0.28  
1588  0.13  -0.15  0.16  0.29  -0.30  0.33  0.43  0.62  0.08  0.51  0.16  0.04  -0.50  0.17  0.25  0.12  
1589  -0.02  -0.19  -0.10  0.34  -0.55  0.32  0.64  0.40  -0.01  0.59  0.12  -0.11  -0.66  0.02  0.54  0.34  
1590  0.21  -0.03  0.21  0.49  -0.33  0.20  0.56  0.50  -0.07  0.63  0.17  -0.12  -0.82  0.25  0.51  0.17  
1591  0.26  -0.19  -0.01  0.19  -0.42  0.21  0.49  0.26  -0.03  0.51  0.22  -0.16  -0.56  0.06  0.37  0.05  
1592  0.09  -0.04  -0.01  0.21  -0.22  0.13  0.52  0.39  0.08  0.30  0.25  0.03  -0.64  0.17  0.47  0.15  
1593  0.21  -0.00  -0.05  0.31  -0.40  0.14  0.62  0.49  -0.07  0.27  0.44  -0.16  -0.42  0.30  0.45  0.24  
1594  0.24  -0.10  0.11  0.44  -0.20  0.16  0.38  0.59  0.22  0.20  0.08  0.02  -0.46  0.21  0.34  0.25  
1595  0.23  -0.14  0.18  0.31  -0.40  0.11  0.48  0.65  -0.15  0.50  0.42  0.06  -0.63  0.27  0.33  0.02  
1596  0.13  -0.13  0.06  0.39  -0.40  0.33  0.62  0.43  0.01  0.52  0.33  0.08  -0.42  0.11  0.23  0.17  
1597  0.18  -0.05  0.05  0.33  -0.17  0.36  0.54  0.37  -0.10  0.42  0.13  -0.06  -0.50  0.16  0.37  0.03  
1598  0.24  0.03  0.27  0.44  -0.33  0.37  0.44  0.44  -0.03  0.35  0.27  -0.09  -0.55  0.17  0.34  0.18  
1599  0.13  -0.11  0.21  -0.13  -0.20  0.19  0.43  0.49  0.08  0.44  0.33  0.17  -0.80  0.24  0.32  0.04  
1600  0.09  -0.06  0.04  0.49  -0.37  0.03  0.62  0.42  0.22  0.74  0.39  -0.45  -0.68  0.08  0.37  0.19  
1601  0.06  0.00  -0.05  0.30  -0.35  0.11  0.56  0.42  0.08  0.39  0.33  -0.15  -0.64  0.10  0.24  0.26  
1604  0.19  -0.19  0.06  0.33  -0.10  0.13  0.97  0.45  0.02  0.42  0.40  0.03  -0.56  0.33  0.60  0.06  
1605  0.27  -0.16  0.10  0.44  -0.48  0.15  0.48  0.23  -0.03  0.46  0.07  0.19  -0.59  0.21  0.26  0.19  
1606  0.27  -0.15  0.19  0.31  -0.38  0.23  0.47  0.33  0.04  0.49  0.35  -0.05  -0.49  0.33  0.32  0.30  
1607  0.11  -0.08  0.15  0.30  -0.06  0.19  0.61  0.38  -0.01  0.40  0.25  -0.06  -0.47  0.16  0.30  0.25  
1608  0.27  -0.13  0.02  0.47  -0.34  0.26  0.48  0.38  0.12  0.59  0.54  -0.10  -0.88  0.30  0.34  0.34  
1609  0.32  0.01  0.06  0.29  -0.38  0.18  0.53  0.35  0.05  0.70  0.37  -0.03  -0.71  0.21  0.37  0.29  
1610  0.17  -0.13  0.28  0.40  -0.29  -0.00  0.53  0.59  0.21  0.52  0.24  0.07  -0.55  0.07  0.40  0.16  
1611  0.21  0.14  0.04  0.23  -0.37  0.44  0.67  0.44  0.05  0.41  0.36  -0.06  -0.74  0.33  0.45  0.13  
1612  0.14  0.13  0.09  0.35  -0.31  0.10  0.52  0.55  0.03  0.31  0.20  -0.06  -0.55  0.21  0.47  0.21  
1613  0.37  -0.15  0.06  0.33  -0.57  0.21  0.37  0.51  0.16  0.56  0.19  0.00  -0.62  0.22  0.52  0.20  
1614  0.13  -0.10  0.16  0.20  -0.36  0.10  0.46  0.49  -0.03  0.65  0.57  0.05  -0.65  0.22  0.26  0.21  
1615  0.15  0.05  0.46  0.64  -0.42  0.30  0.60  0.62  0.13  0.63  0.29  0.02  -0.60  0.28  0.60  0.41  
1616  0.02  -0.16  0.24  0.33  -0.11  0.24  0.89  0.57  -0.07  0.56  0.32  -0.05  -0.63  0.26  0.45  0.25  
1617  0.17  0.04  -0.16  0.29  -0.45  0.35  0.60  0.42  -0.26  0.51  0.15  -0.15  -0.54  0.29  0.49  0.28  
1618  0.28  -0.09  0.00  0.40  -0.69  0.44  0.71  0.58  0.14  0.54  0.43  -0.15  -0.37  0.33  0.30  0.46  
1619  0.36  0.14  -0.05  0.38  -0.52  0.20  0.39  0.52  0.18  0.42  0.08  -0.05  -0.67  0.17  0.44  0.14  
1624  0.13  -0.24  0.11  0.37  -0.66  0.08  0.34  0.40  0.05  0.51  0.36  -0.05  -0.42  0.12  0.49  0.17  
1625  0.24  0.16  0.04  0.30  -0.84  0.32  0.70  0.43  0.03  0.63  0.19  -0.04  -0.69  0.38  0.19  0.30  
1627  -0.04  -0.00  -0.03  0.33  -0.28  0.05  0.47  0.36  -0.20  0.43  0.12  -0.18  -0.48  0.06  0.35  0.49  
1628  0.28  -0.14  -0.04  0.29  -0.33  -0.00  0.70  0.60  -0.18  0.39  0.19  -0.13  -0.60  0.04  1.02  0.09  
1629  0.39  -0.00  0.05  0.28  -0.52  0.23  0.50  0.65  -0.03  0.46  0.16  -0.12  -0.85  0.17  0.53  0.34  
1630  0.10  -0.16  0.37  0.48  -0.44  0.32  0.68  0.45  -0.15  0.57  0.04  0.12  -0.08  0.18  0.59  0.17  
1631  0.29  -0.13  0.18  0.39  -0.43  0.15  0.69  0.35  0.01  0.42  0.18  -0.01  -0.78  0.09  0.33  0.16  
1632  0.08  -0.16  -0.02  0.31  -0.22  0.24  0.46  0.49  -0.11  0.61  0.36  -0.03  -0.38  0.13  0.38  0.16  
1633  0.04  -0.16  -0.04  0.45  -0.45  0.29  0.48  0.27  0.22  0.50  0.20  -0.14  -0.76  0.08  0.33  0.21  
1634  0.11  -0.10  -0.00  0.18  -0.46  0.06  0.59  0.60  0.13  0.54  0.22  0.05  -0.73  0.15  0.37  0.02  
1635  0.31  -0.06  0.16  0.27  -0.22  0.16  0.53  0.43  -0.02  0.57  0.22  0.01  -0.41  0.25  0.49  0.16  
1636  0.30  -0.02  0.01  0.37  -0.42  0.24  0.48  0.43  0.09  0.38  0.25  -0.04  -0.52  0.22  0.54  0.19  
1637  0.12  -0.24  0.09  0.44  -0.41  0.05  0.53  0.65  0.03  0.57  0.27  0.04  -0.35  0.24  0.30  0.13  
1639  0.23  0.05  0.09  0.32  -0.30  0.22  0.58  0.32  -0.03  0.45  0.29  0.08  -0.51  0.16  0.43  0.16  
1640  0.21  -0.01  0.05  0.21  -0.24  0.21  0.60  0.54  0.09  0.50  0.38  -0.06  -0.40  0.11  0.47  0.41  
1641  0.20  -0.03  -0.02  0.41  -0.40  0.11  0.44  0.73  -0.12  0.64  0.36  0.01  -0.59  0.15  0.45  0.35  
1642  0.24  -0.01  0.02  0.31  -0.37  0.14  0.41  0.50  0.04  0.43  0.32  -0.13  -0.59  0.30  0.40  0.17  
1643  0.19  0.00  0.10  0.39  -0.41  0.14  0.63  0.61  -0.22  0.42  0.27  0.05  -0.61  0.26  0.47  0.05  
1644  0.32  -0.02  0.14  0.52  -0.26  0.11  0.49  0.79  0.14  0.50  0.26  -0.19  -0.57  0.41  0.36  0.22  
1645  0.05  -0.04  0.12  0.40  -0.58  0.49  0.65  0.44  -0.03  0.47  0.31  -0.06  -0.81  -0.01  0.61  -0.01  
1646  0.18  -0.15  -0.08  0.33  -0.55  0.26  0.56  0.33  -0.04  0.69  0.43  0.10  -0.74  0.32  0.42  0.41  
1648  0.40  -0.54  0.16  0.53  -0.13  0.47  0.53  0.44  -0.06  0.39  0.06  0.06  -0.09  0.09  0.54  0.44  
1650  0.22  0.15  0.23  0.36  -0.75  0.66  0.33  0.47  -0.27  0.67  0.10  0.23  -0.65  0.05  0.23  0.14  
1651  0.13  -0.12  0.07  0.39  -0.39  0.11  0.55  0.48  -0.04  0.41  0.21  -0.08  -0.41  0.16  0.40  0.25  
1652  0.26  -0.02  0.18  0.27  -0.45  0.17  0.55  0.45  -0.09  0.52  0.11  0.05  -0.49  0.04  0.38  0.24  
1653  0.38  -0.22  -0.03  0.21  -0.41  0.36  0.49  0.77  -0.01  0.32  0.25  -0.09  -0.68  0.10  0.24  0.25  
1654  0.27  -0.18  0.17  0.30  -0.13  0.21  0.42  0.51  0.16  0.67  0.24  -0.15  -0.72  0.20  0.38  0.22  
1655  0.25  -0.08  0.24  0.33  -0.40  0.27  0.41  0.31  0.03  0.62  0.27  0.03  -0.69  0.22  0.31  0.04  
1656  0.14  -0.28  -0.09  0.22  -0.31  0.33  0.40  0.38  0.05  0.52  0.22  0.20  -0.45  0.17  0.44  0.17  
1657  0.08  -0.37  0.08  0.45  -0.06  0.31  0.49  0.25  0.17  0.36  0.26  0.21  -0.88  0.13  0.27  0.39  
1658  0.35  0.19  0.01  0.25  -0.39  0.49  0.77  0.60  -0.04  0.66  0.52  0.08  -0.51  0.18  0.55  0.04  
1659  0.28  -0.10  0.05  0.27  -0.23  0.18  0.60  0.29  0.03  0.45  0.38  0.02  -0.67  0.14  0.40  0.15  
1660  0.25  -0.12  0.39  0.30  -0.45  0.08  0.68  0.46  -0.03  0.40  0.27  0.11  -0.38  0.19  0.49  -0.09  
1661  0.26  -0.35  -0.06  0.36  -0.43  0.09  0.44  0.51  0.17  0.48  0.29  0.07  -0.58  0.20  0.47  0.06  
1664  0.05  -0.05  0.12  0.32  -0.34  0.19  0.71  0.39  0.15  0.53  0.16  0.06  -0.61  0.10  0.44  0.42  
1665  0.21  -0.07  0.05  0.18  -0.54  0.29  0.72  0.31  -0.01  0.50  0.41  0.04  -0.50  0.20  0.33  0.15  
1666  0.03  -0.04  0.11  0.32  -0.35  0.21  0.55  0.55  -0.09  0.49  0.26  0.25  -0.63  0.08  0.27  0.21  
1667  0.25  -0.05  0.07  0.33  -0.24  0.05  0.52  0.42  -0.02  0.39  0.40  -0.04  -0.49  0.18  0.22  0.22  
1668  0.20  -0.08  0.21  0.18  -0.17  0.37  0.64  0.36  0.03  0.67  0.30  -0.09  -0.66  0.23  0.28  0.18  
1672  0.25  -0.05  0.03  0.33  -0.41  0.17  0.45  0.40  -0.03  0.54  0.27  -0.22  -0.59  0.06  0.52  0.18  
1673  0.26  -0.14  -0.01  0.30  -0.52  0.20  0.59  0.37  0.09  0.55  0.29  0.12  -0.50  0.20  0.46  0.19  
1674  0.05  -0.11  0.10  0.36  -0.27  0.29  0.64  0.53  0.11  0.45  0.17  0.02  -0.40  0.27  0.48  0.04  
1675  0.07  -0.16  0.13  0.56  -0.45  0.14  0.54  0.30  0.02  0.56  0.38  0.19  -0.52  0.06  0.28  0.13  
1676  0.11  -0.13  0.15  0.26  -0.24  0.22  0.43  0.55  0.01  0.51  0.25  -0.03  -0.71  0.08  0.42  0.17  
1677  0.24  -0.09  0.13  0.22  -0.34  0.19  0.60  0.45  0.04  0.46  0.30  -0.04  -0.50  0.19  0.29  0.25  
1680  0.33  -0.02  0.15  0.29  -0.46  0.24  0.48  0.51  0.24  0.53  0.27  -0.02  -0.60  0.18  0.47  0.19  
1681  0.15  -0.09  -0.05  0.30  -0.21  0.09  0.43  0.51  0.02  0.64  0.21  -0.03  -0.74  0.04  0.53  0.16  
1682  0.35  -0.14  0.22  0.09  -0.52  0.26  0.39  0.49  -0.15  0.56  0.40  -0.15  -0.55  0.18  0.39  0.23  
1683  0.16  -0.23  0.06  0.20  -0.38  0.08  0.72  0.64  0.14  0.59  0.25  -0.00  -0.64  0.22  0.43  0.17  
1684  0.28  -0.22  0.00  0.43  -0.34  0.30  0.55  0.58  0.08  0.50  0.30  -0.16  -0.50  0.23  0.55  0.02  
1685  0.15  -0.04  0.15  0.42  -0.42  0.27  0.57  0.53  0.14  0.63  0.21  -0.05  -0.75  0.12  0.37  0.22  
1686  0.12  0.08  0.04  0.38  -0.40  0.33  0.61  0.44  0.11  0.63  0.28  -0.17  -0.62  0.02  0.35  0.08  
1687  0.26  -0.23  0.04  0.39  -0.40  0.51  0.70  0.54  -0.06  0.51  0.13  0.15  -0.67  0.04  0.40  0.21  
1688  0.23  -0.07  0.01  0.36  -0.40  0.23  0.44  0.65  0.07  0.78  0.26  0.11  -0.82  0.11  0.38  0.17  
1689  0.20  0.09  -0.02  0.57  -0.44  0.01  0.56  0.50  0.14  0.61  0.30  -0.12  -0.31  0.16  0.44  0.15  
1690  -0.09  -0.04  0.08  0.50  -0.68  0.23  0.39  0.43  0.13  0.59  0.28  -0.16  -0.87  -0.13  0.50  0.39  
1691  0.33  -0.16  0.14  0.20  -0.31  0.24  0.57  0.33  0.03  0.52  0.22  -0.20  -0.72  0.34  0.46  -0.03  
1692  0.24  -0.18  0.03  0.45  -0.29  0.16  0.54  0.58  0.01  0.40  0.24  0.07  -0.61  0.24  0.34  0.08  
1693  0.21  -0.14  -0.21  0.32  -0.25  0.27  0.48  0.61  0.08  0.43  0.30  -0.17  -0.49  0.28  0.43  0.19  
1694  0.06  -0.10  0.24  0.36  -0.37  0.22  0.63  0.39  -0.06  0.59  0.10  -0.15  -0.67  0.15  0.45  0.08  
1695  0.14  -0.17  -0.02  0.33  -0.35  0.18  0.46  0.31  0.19  0.52  0.26  -0.07  -0.58  0.23  0.49  0.15  
1696  0.38  -0.21  0.09  0.59  -0.51  0.09  0.61  0.46  -0.00  0.43  0.31  -0.10  -0.58  0.14  0.64  0.14  
1698  0.18  -0.11  -0.01  0.39  -0.18  0.36  0.53  0.43  0.02  0.55  0.23  -0.01  -0.70  0.19  0.44  0.15  
1699  0.13  -0.19  0.07  0.51  -0.16  0.23  0.60  0.42  -0.02  0.31  0.38  -0.12  -0.37  0.23  0.51  0.15  
1700  0.20  -0.32  0.26  0.55  -0.26  0.31  0.52  0.46  0.16  0.45  0.34  -0.24  -0.75  0.12  0.55  0.18  
1701  0.03  0.15  0.33  0.54  -0.45  0.08  0.59  0.68  0.29  0.84  0.13  0.09  -0.33  0.03  0.53  0.20  
1702  0.23  -0.10  0.03  0.57  -0.14  0.11  0.69  0.53  0.05  0.58  -0.01  -0.03  -0.53  0.24  0.33  0.08  
1704  0.27  -0.04  0.15  0.35  -0.32  0.30  0.71  0.55  0.04  0.52  0.34  -0.01  -0.77  0.16  0.27  0.28  
1705  0.35  0.04  0.09  0.30  -0.08  0.27  0.60  0.45  0.12  0.46  0.33  0.03  -0.62  0.15  0.25  0.23  
1706  0.13  -0.13  0.09  0.42  -0.42  0.13  0.47  0.50  0.09  0.60  0.33  -0.20  -0.87  0.11  0.42  0.12  
1707  0.21  -0.11  -0.02  0.37  -0.21  0.36  0.66  0.48  0.16  0.44  0.18  0.02  -0.54  0.34  0.33  0.20  
1708  0.26  -0.09  0.02  0.23  -0.39  0.38  0.47  0.54  -0.01  0.53  0.27  -0.06  -0.63  0.14  0.39  0.14  
1709  0.11  -0.12  -0.07  0.28  -0.72  0.07  0.52  0.51  0.35  0.46  0.24  -0.09  -0.55  0.21  0.45  0.09  
1710  0.03  -0.08  0.13  0.21  -0.53  0.10  0.39  0.62  -0.10  0.52  0.03  0.09  -0.63  0.26  0.35  0.24  
