nrun   cer1   cer2   cer3   cer4   cer5   cer6  cer7   cer8   cer9   cer10
91954  -0.21  0.32  0.11  -0.06  0.29  -0.08  -0.61  0.05  -0.37  -0.72  
91956  -0.34  -0.06  0.12  0.19  0.29  0.23  -0.32  -0.15  -0.39  -0.75  
91957  -0.36  0.02  0.09  0.03  0.07  0.20  -0.42  -0.21  -0.14  -0.87  
91958  -0.39  0.65  0.21  0.47  0.05  0.41  -0.55  -0.16  -0.36  -0.81  
91959  -0.32  0.67  0.14  -0.27  0.31  0.20  -0.69  -0.04  -0.17  -0.35  
91960  -0.27  -0.01  0.21  0.15  -0.10  0.15  -0.62  -0.44  -0.42  -0.91  
91961  -0.26  0.27  -0.00  -0.14  -0.08  0.15  -0.56  -0.47  -0.32  -0.26  
91962  -0.55  -0.05  0.20  0.23  0.01  0.13  -0.50  -0.12  -0.39  -0.95  
91963  -0.29  0.04  -0.00  0.05  0.01  0.31  -0.40  -0.51  -0.14  -0.72  
91964  -0.49  0.13  0.04  0.22  0.06  0.34  -0.68  -0.41  -0.38  -0.90  
91965  -0.13  0.08  -0.09  0.11  -0.04  -0.12  -0.51  -0.15  -0.31  -0.63  
91966  -0.48  0.38  0.05  0.46  0.28  0.32  -0.26  -0.11  -0.35  -1.07  
91967  0.08  0.06  0.34  0.38  -0.06  0.16  -0.43  -0.31  -0.28  -1.33  
91968  -0.39  0.04  -0.18  0.15  0.53  0.25  -0.68  -0.27  -0.30  -1.20  
91969  -0.51  0.53  -0.13  0.26  0.12  0.26  -0.55  -0.38  -0.28  -0.81  
91971  0.00  0.49  -0.05  -0.16  0.14  0.09  -0.47  -0.29  -0.02  -1.03  
91972  -0.34  0.22  0.03  0.07  0.25  0.25  -0.46  -0.48  -0.02  -0.62  
91973  -0.12  0.40  0.18  0.16  0.36  0.22  -0.47  -0.55  -0.19  -0.64  
91975  0.18  0.14  0.31  0.35  0.13  0.28  -0.49  -0.61  -0.32  -0.75  
91976  -0.39  0.02  0.03  0.12  0.08  0.24  -1.01  -0.31  -0.50  -0.31  
91978  -0.15  0.07  0.08  0.21  0.21  0.16  -0.51  0.00  -0.46  -0.52  
91979  -0.16  0.31  0.20  0.16  0.03  0.06  -0.58  -0.45  -0.04  -0.76  
91980  -0.17  0.01  -0.08  -0.13  -0.06  0.12  -0.58  -0.26  -0.30  -0.79  
91981  -0.27  0.15  0.10  0.42  0.05  0.21  -0.72  -0.32  -0.21  -0.76  
91982  -0.21  -0.09  0.12  0.02  0.24  0.27  -0.44  -0.28  -0.44  -0.73  
91985  0.24  -0.22  0.26  0.29  -0.24  -0.18  -0.17  -0.44  0.01  -0.84  
91986  -0.13  0.27  0.02  0.24  -0.05  0.11  -0.45  -0.39  -0.13  -0.67  
91988  -0.14  0.06  -0.17  -0.01  0.25  0.16  -0.41  -0.47  -0.31  -0.52  
91990  -0.06  0.35  0.08  0.19  0.11  0.42  -0.77  0.03  -0.23  -0.60  
91991  -0.04  0.50  0.28  0.00  0.35  0.38  -0.48  -0.53  -0.22  -0.31  
91992  -0.25  0.29  0.06  0.43  0.06  0.32  -0.36  -0.41  -0.51  -0.50  
91993  -0.41  0.25  -0.06  0.18  0.21  0.20  -0.43  -0.39  -0.33  -0.40  
91994  -0.14  0.62  -0.05  0.34  0.07  0.27  -0.05  0.03  -0.17  -0.03  
91997  -0.03  0.53  0.14  0.71  0.05  0.40  -0.54  -0.25  -0.25  -0.39  
91998  -0.11  0.42  -0.17  0.42  0.44  0.14  -0.65  -0.24  -0.49  -0.61  
91999  -0.11  0.38  0.20  0.17  0.08  0.26  -0.54  0.34  -0.12  -0.40  
92000  -0.25  0.24  0.02  0.01  0.14  0.30  -0.58  -0.26  -0.45  -0.46  
92001  -0.27  0.19  0.05  0.03  0.48  0.23  -0.16  -0.09  -0.26  -0.31  
92002  -0.15  0.56  -0.08  0.33  0.03  0.56  -0.29  -0.18  -0.18  -0.07  
92004  0.04  -0.04  0.12  -0.16  0.24  -0.37  -0.17  -0.48  0.13  -0.65  
92005  0.06  -0.11  0.42  0.04  -0.19  0.54  -0.34  -0.14  -0.36  -0.68  
92006  -0.04  0.18  -0.05  -0.10  0.33  0.42  -0.56  -0.45  -0.41  -0.66  
92007  -0.28  0.21  -0.21  -0.01  -0.03  0.33  -0.41  -0.56  -0.28  -0.74  
92008  -0.13  0.25  0.07  0.13  0.12  0.23  -0.53  -0.35  -0.27  -0.76  
92009  -0.38  0.36  0.05  0.03  0.08  0.52  -0.55  -0.25  -0.26  -0.51  
92010  -0.33  0.50  0.26  0.35  -0.29  0.57  -0.49  -0.09  -0.37  -0.51  
92012  -0.25  0.58  -0.25  0.90  0.14  0.83  -0.68  -0.30  -0.65  -0.53  
92013  -0.21  0.24  0.15  0.29  0.21  0.29  -0.51  -0.29  -0.02  -0.55  
92014  -0.15  0.48  0.25  0.35  0.30  0.59  -0.45  -0.37  -0.31  -0.94  
92015  -0.23  0.06  0.28  0.44  -0.04  0.29  -0.46  -0.12  -0.30  -0.79  
92016  -0.20  0.11  -0.14  0.21  0.25  0.27  -0.51  -0.07  -0.28  -0.65  
92017  -0.28  0.44  0.19  -0.08  0.18  0.58  -0.46  -0.51  -0.64  -0.95  
92018  0.00  0.14  0.10  0.33  0.07  0.43  -0.37  -0.26  -0.28  -0.59  
92019  -0.42  0.16  -0.19  0.36  0.04  0.23  -0.26  -0.35  -0.07  -0.50  
90635  0.04  0.38  0.24  -0.19  0.34  0.14  -0.75  -0.57  -0.68  -1.15  
90635  0.04  0.38  0.24  -0.19  0.34  0.14  -0.75  -0.57  -0.68  -1.15  
90635  0.04  0.38  0.24  -0.19  0.34  0.14  -0.75  -0.57  -0.68  -1.15  
