nrun  S2L1    S2L2    S2L3    S2L4    S2L5    S2L6    S2L7    S2L8    S2L9    S2L10   S2L11   S2L12   S2L13   S2L14   S2L15   S2L16   flag
1472  319.56  302.08  291.05  298.25  295.60  296.18  295.09  294.66  277.26  303.88  289.89  296.70  292.84  289.84  292.65  279.35  0
1475  305.05  318.56  303.83  302.92  301.98  298.58  291.57  291.30  266.79  295.80  286.96  292.03  291.34  283.56  294.29  262.62  0
1476  281.68  300.22  306.31  301.77  302.44  296.51  291.43  291.00  272.55  296.47  286.21  293.12  287.88  283.50  288.05  281.57  0
1477  320.51  324.29  315.23  314.47  296.79  301.28  293.65  287.76  271.78  293.27  276.69  292.24  292.88  291.33  290.63  289.71  0
1482  324.31  318.51  307.94  305.22  300.61  302.04  293.80  291.50  271.15  296.17  297.91  297.94  298.13  289.48  296.94  307.46  0
1483  335.30  322.26  313.19  314.38  308.24  309.90  294.72  297.93  274.74  302.84  288.02  303.20  295.97  298.09  296.95  261.66  0
1484  329.18  309.16  305.45  299.91  303.50  302.26  293.74  294.99  266.55  299.20  290.92  298.25  293.69  290.15  293.16  278.55  0
1485  319.56  316.29  310.66  306.98  300.06  299.05  294.77  291.69  272.80  300.07  287.01  293.61  292.22  286.95  296.37  273.74  0
1486  330.64  323.53  308.42  304.63  299.70  299.82  294.30  294.67  269.38  299.38  286.14  296.10  295.41  289.46  295.49  277.84  0
1487  319.82  306.44  311.34  302.77  300.46  298.14  294.60  290.99  262.72  297.37  289.88  291.59  293.00  291.41  293.45  247.77  1
1488  327.99  313.69  304.25  303.62  296.29  294.45  290.71  291.07  270.43  293.37  283.43  291.20  292.87  285.34  298.31  285.99  0
1489  304.80  304.99  299.13  300.58  294.39  294.32  285.85  290.61  263.05  295.43  283.31  293.86  288.17  288.76  288.62  274.40  0
1490  330.75  311.84  301.45  300.60  294.96  292.28  289.25  285.07  261.99  292.47  283.19  294.90  286.86  284.30  291.55  266.00  0
1491  311.72  305.40  304.27  297.66  296.56  293.69  291.37  285.56  268.12  294.50  284.21  292.85  289.83  281.67  292.96  278.64  0
1492  323.04  312.05  301.45  301.02  291.18  298.78  291.05  290.42  261.91  299.28  285.01  293.93  291.39  286.18  291.83  290.42  0
1493  329.06  309.43  306.97  303.72  303.99  296.42  294.78  292.33  274.49  303.66  288.56  295.84  295.37  290.20  296.30  245.90  0
1494  341.31  322.97  305.13  301.51  306.00  295.13  293.75  294.84  272.06  299.32  283.46  294.62  294.46  298.42  291.13  307.60  0
1495  338.11  316.54  303.98  304.43  302.84  301.03  299.44  296.13  278.35  299.06  289.38  300.17  295.18  286.08  293.67  300.96  0
1496  311.87  301.70  294.05  297.02  295.61  298.16  292.21  290.43  260.81  295.86  288.88  294.08  295.68  287.79  288.65  278.89  0
1501  321.70  312.90  305.52  297.57  296.84  296.95  292.71  297.38  274.88  299.10  289.58  295.25  291.66  286.04  295.36  256.22  0
1502  319.54  307.58  302.76  304.52  303.85  299.91  296.73  288.06  277.20  296.51  289.21  292.87  292.05  287.50  291.97  263.74  0
1503  329.11  319.51  312.19  302.80  296.53  303.84  295.16  289.95  266.43  296.30  292.85  293.90  289.26  287.14  289.79  229.74  1
1504  340.69  315.66  304.59  305.86  304.07  296.98  289.62  288.76  262.40  298.61  286.50  291.62  292.92  287.12  292.78  264.59  0
1505  321.35  307.89  309.39  303.33  297.58  301.96  292.85  292.19  263.82  291.35  285.93  298.12  296.06  287.32  289.74  286.68  0
1506  327.28  318.60  302.80  305.02  300.06  298.71  295.18  286.64  269.59  302.46  285.19  298.46  294.69  287.39  294.42  294.50  0
1510  348.28  338.82  329.58  324.37  321.00  325.27  314.07  311.24  288.53  325.27  308.62  326.36  323.67  322.28  322.28  322.30  0
1513  351.05  340.53  331.84  326.92  319.58  321.86  314.92  312.35  280.59  316.72  307.22  329.96  330.48  323.44  323.93  333.20  0
1515  355.94  340.52  331.64  325.70  318.47  323.51  312.76  316.64  278.85  322.52  315.60  327.22  319.99  321.89  331.78  319.57  0
1516  355.83  342.48  332.83  327.18  321.06  324.40  313.42  313.30  278.53  320.88  312.53  324.46  320.54  324.00  338.92  328.36  0
1518  343.13  343.03  321.80  310.05  304.80  311.22  310.82  298.20  54.32  301.51  303.11  309.40  310.89  315.47  301.63  339.82  1
1520  318.42  302.44  298.17  300.45  294.12  301.94  293.92  293.10  263.52  298.70  284.50  304.02  294.21  293.76  291.60  266.07  1
1521  337.60  306.63  299.38  294.46  300.86  299.76  297.03  295.53  276.03  301.43  291.61  303.23  288.75  290.47  294.10  263.70  1
1525  308.27  316.75  309.00  309.39  302.19  295.55  298.20  291.84  272.70  301.34  289.38  295.79  289.36  284.54  293.77  255.09  0
1526  311.84  309.91  304.40  306.62  303.66  300.47  294.91  301.02  269.19  304.42  284.39  297.61  291.26  289.88  297.11  275.43  0
1528  337.87  326.45  311.54  308.31  302.99  303.04  296.19  290.84  266.76  295.08  286.92  297.11  293.30  284.50  294.68  214.30  0
1529  347.39  319.67  304.40  295.72  301.37  301.90  291.23  291.31  265.73  299.84  283.57  300.65  291.64  284.85  292.22  295.07  0
1530  337.88  317.65  307.25  305.04  300.14  300.83  294.57  291.07  261.26  299.28  283.81  298.50  290.52  283.74  297.67  252.35  0
1531  315.71  312.67  307.89  307.67  299.88  299.36  290.30  292.80  268.81  301.25  286.46  299.26  293.26  293.02  292.97  291.30  0
1532  330.57  318.77  307.72  303.96  299.81  296.40  293.65  291.60  269.77  292.95  283.28  297.60  291.62  284.40  297.47  225.51  0
1533  330.34  324.43  307.35  308.92  303.07  301.52  295.45  289.78  265.33  298.62  283.92  304.39  294.83  286.75  292.63  297.45  0
1540  345.75  313.18  306.98  303.59  301.59  300.64  290.87  289.21  259.26  298.94  285.34  294.94  296.45  283.21  303.03  300.20  0
1541  331.02  313.52  306.22  305.73  302.65  299.30  296.09  290.59  262.88  300.62  288.09  296.78  292.39  284.67  303.12  293.54  0
1542  330.15  321.59  310.81  310.75  299.64  300.27  295.69  294.13  265.72  306.53  281.28  303.94  293.86  290.35  301.22  329.57  0
1543  343.29  326.34  316.90  303.98  301.65  302.65  293.64  294.64  268.73  300.74  290.76  297.81  302.98  289.28  297.01  312.86  0
1545  333.83  315.59  317.06  300.42  298.60  298.50  292.98  294.15  260.95  298.84  289.14  296.75  295.59  297.82  296.94  298.00  0
1546  332.32  307.50  307.21  299.01  296.92  291.39  289.40  287.59  262.05  301.75  285.91  293.71  288.64  288.87  299.23  278.23  0
1547  325.62  313.05  301.30  298.81  293.50  295.53  288.65  286.57  264.82  299.01  285.86  294.80  289.14  287.21  291.52  204.51  0
1548  334.81  311.35  305.30  307.25  300.71  302.61  292.99  296.09  268.04  298.77  288.60  300.58  287.14  288.45  298.98  297.32  0
1549  318.56  319.83  304.84  301.08  303.30  298.55  292.23  292.10  266.89  303.92  286.51  295.18  292.88  284.27  299.46  270.51  0
1550  322.64  313.17  312.75  310.24  308.27  301.50  294.99  297.26  270.53  299.51  292.31  295.79  291.46  288.06  286.15  289.87  0
1551  350.15  339.11  332.72  327.27  316.69  323.80  315.26  312.56  283.14  320.06  311.49  324.06  328.90  326.36  327.81  324.04  0
1553  309.51  309.31  304.53  304.00  303.88  299.96  294.87  290.44  268.75  296.87  283.82  294.24  288.23  284.03  289.24  264.35  0
1557  322.96  313.58  307.31  304.86  297.07  303.26  293.51  291.02  267.98  300.20  287.94  293.98  291.18  291.73  297.97  279.90  0
1558  317.57  307.05  309.64  299.94  296.32  299.83  291.43  295.08  267.76  297.45  285.59  298.42  291.09  286.20  288.28  275.99  0
1559  328.08  309.20  306.98  301.44  301.85  299.64  295.04  291.79  267.66  297.60  286.15  295.83  293.53  286.01  290.36  288.24  0
1560  327.86  311.82  303.98  303.57  305.10  295.48  291.57  288.94  267.08  298.60  279.96  298.20  290.26  285.09  294.84  278.97  0
1561  329.06  318.88  312.43  307.99  299.34  301.70  294.34  292.28  265.53  304.01  288.74  299.28  295.12  294.94  285.06  297.26  0
1562  319.77  302.62  301.21  295.99  296.85  296.03  287.07  289.67  259.33  289.87  281.61  295.49  290.62  286.03  292.68  313.22  0
1563  311.51  325.20  306.52  303.77  295.81  294.84  289.93  289.91  267.69  297.76  280.31  299.17  291.01  286.35  293.60  280.78  0
1564  318.27  306.14  304.61  302.99  295.98  296.20  283.63  284.12  267.31  299.87  284.14  295.51  291.91  287.73  287.21  284.72  0
1565  327.11  310.95  299.18  303.32  294.47  295.50  287.45  288.23  264.32  297.94  282.92  296.13  291.73  288.29  291.54  288.26  0
1566  316.19  310.22  297.50  295.82  297.88  291.98  284.00  287.62  259.55  297.82  280.75  296.77  292.92  290.47  286.14  277.77  0
1567  340.73  304.20  308.41  307.50  307.63  302.19  301.39  293.85  275.62  299.37  290.26  298.00  294.85  291.36  290.08  306.95  0
1568  311.57  308.85  302.91  300.54  304.18  300.07  295.74  300.68  267.46  301.23  290.58  294.66  291.11  287.23  293.69  276.12  0
1569  341.30  298.07  298.91  297.25  300.79  306.50  291.60  294.24  268.05  298.00  286.46  296.66  285.64  286.41  291.20  245.11  1
1571  344.98  314.46  308.71  302.93  303.21  301.56  291.81  293.94  269.79  300.22  288.22  298.36  293.97  289.57  293.43  296.41  0
1572  332.71  313.18  314.84  311.09  304.88  303.88  294.83  296.29  270.04  303.91  288.58  301.56  294.38  286.82  292.19  289.68  0
1576  326.90  302.67  314.07  307.88  302.24  295.83  298.28  290.95  266.70  300.72  278.74  299.08  290.68  291.16  298.99  259.61  0
1577  285.62  305.57  305.42  307.16  303.11  300.84  290.72  291.95  268.90  295.91  286.64  293.89  290.14  283.80  285.70  216.10  1
1578  307.87  303.89  298.27  299.20  298.06  296.75  294.25  295.23  276.69  299.59  290.26  296.98  291.81  289.71  292.53  293.39  0
1579  338.00  320.50  318.48  314.55  311.20  318.26  298.56  294.08  266.57  309.84  292.47  308.26  307.16  299.91  309.48  297.89  0
1580  330.89  319.79  308.27  304.92  303.47  304.29  295.87  293.82  263.35  301.02  284.02  299.17  295.62  289.92  297.96  291.83  0
1581  330.60  314.11  313.09  307.67  304.63  303.76  292.86  294.49  268.46  300.07  286.16  296.09  296.54  283.70  290.30  301.87  0
1582  329.35  314.96  311.43  307.88  302.33  302.76  297.11  292.90  273.48  298.65  286.93  298.13  294.57  287.20  292.31  282.86  0
1583  326.51  316.08  309.35  305.11  302.76  301.12  293.07  294.87  266.23  296.63  285.45  299.28  295.57  287.60  290.26  280.38  0
1584  308.30  304.61  301.24  296.94  297.90  292.64  288.45  291.21  263.02  294.51  286.47  295.51  291.20  284.82  292.61  286.16  0
1585  320.75  311.45  296.10  299.90  292.59  296.58  287.38  288.05  262.95  293.60  283.80  295.26  288.93  289.27  295.55  264.28  0
1586  316.29  309.13  297.37  300.10  294.74  294.66  288.91  286.99  263.34  295.71  281.46  293.66  288.86  287.10  294.48  283.66  0
1587  334.10  311.60  311.93  301.57  300.54  297.01  291.23  291.21  273.50  300.96  288.60  300.33  294.40  288.55  289.15  228.65  0
1588  318.39  308.81  301.84  302.96  302.92  299.57  295.04  293.13  268.98  294.63  287.07  298.82  294.89  288.49  296.55  257.64  0
1589  326.15  306.62  304.01  295.87  295.79  292.53  288.19  288.00  260.85  295.42  285.49  296.24  290.12  286.27  290.23  264.77  0
1590  323.49  303.92  299.22  298.92  296.22  293.83  287.72  291.03  263.78  294.71  282.61  292.29  290.37  285.47  293.75  300.95  0
1591  309.24  309.68  301.32  299.89  293.09  296.32  287.29  285.09  261.73  294.68  283.73  295.34  290.63  284.32  293.72  291.83  0
1592  331.83  316.33  298.10  295.74  295.18  296.33  288.57  288.03  267.93  296.29  285.48  296.71  289.79  289.34  290.55  277.44  0
1593  330.69  309.56  299.47  298.31  293.93  294.61  291.84  286.40  261.89  295.47  283.68  296.49  292.79  283.02  294.20  242.32  0
1594  330.97  315.31  299.14  301.81  303.61  302.43  296.77  296.65  275.03  297.51  291.92  293.89  292.57  287.71  293.81  281.33  0
1595  314.53  308.95  304.05  308.00  302.68  297.21  293.10  290.96  269.26  301.54  285.70  300.42  289.48  285.31  296.40  268.64  0
1596  312.86  307.58  304.06  304.52  303.53  302.43  297.71  294.83  271.32  301.33  288.44  296.66  293.97  292.44  293.69  279.03  0
1597  325.79  317.46  304.30  304.56  303.88  301.22  294.15  293.98  271.59  300.04  290.40  297.39  295.66  288.14  298.34  289.51  0
1598  271.29  304.12  306.11  306.73  304.50  297.03  291.48  291.84  270.65  296.49  284.55  292.80  289.80  282.90  291.04  282.19  1
1599  324.06  318.83  306.56  305.66  299.09  300.60  290.36  296.20  265.83  298.62  281.48  298.86  292.15  291.85  293.93  243.34  1
1600  320.93  324.75  314.56  311.82  299.16  298.90  291.35  297.26  272.53  302.76  285.54  299.98  297.85  284.77  285.24  279.61  0
1601  351.85  336.95  328.98  328.99  323.99  327.34  314.08  303.05  189.81  318.32  314.69  337.15  328.37  322.92  326.75  331.11  1
1604  327.48  319.75  304.86  308.94  303.87  299.41  294.29  294.43  264.65  299.67  284.31  297.12  296.47  289.54  295.25  308.02  0
1605  324.37  315.67  308.73  298.98  303.17  297.38  293.12  293.39  269.49  298.47  287.86  298.07  293.47  291.52  291.58  270.23  1
1606  337.21  321.15  305.34  302.73  299.79  297.77  290.59  292.33  267.89  298.27  288.50  293.17  293.26  288.35  292.08  245.69  0
1607  321.35  311.23  301.25  302.78  295.73  296.10  293.32  287.75  265.13  297.26  280.79  295.97  292.96  290.33  290.21  296.90  0
1608  320.52  316.97  305.23  299.22  295.33  294.93  285.78  286.68  266.08  294.84  283.04  295.94  292.15  286.12  291.25  243.47  0
1609  306.15  313.20  307.30  301.41  296.40  294.67  287.64  287.96  259.62  295.91  283.51  292.91  292.09  283.14  291.64  284.19  0
1610  329.65  309.57  307.71  299.84  296.66  296.17  291.26  287.00  262.85  298.17  285.80  297.08  293.75  288.22  295.72  276.42  0
1611  308.05  308.45  303.93  297.99  295.24  293.54  284.30  284.98  264.21  297.52  286.30  294.80  290.60  283.74  290.11  273.42  0
1612  334.30  316.00  301.21  300.65  295.69  293.40  291.13  284.87  264.39  293.35  283.19  297.94  293.94  287.60  290.52  282.46  0
1613  317.22  313.90  305.93  306.83  301.08  297.95  293.21  294.14  267.33  295.62  286.43  296.62  293.28  288.83  296.29  298.62  0
1614  328.41  326.01  315.17  304.44  308.80  296.86  295.09  289.47  266.90  302.38  282.65  300.08  298.82  289.83  288.13  291.43  0
1615  340.98  318.06  309.54  306.68  300.89  302.69  293.46  288.84  267.22  297.83  284.58  295.62  291.88  293.95  296.33  272.37  0
1616  335.80  316.59  317.01  306.29  305.59  306.94  291.18  292.05  264.79  300.24  286.52  291.44  301.15  289.04  289.32  285.45  0
1617  315.66  320.10  305.02  306.98  298.34  299.10  291.14  294.34  268.68  296.01  289.10  296.54  289.42  288.37  285.75  291.87  0
1618  326.72  324.11  308.99  306.88  301.43  298.14  296.92  294.76  269.23  301.18  291.00  297.51  295.30  291.37  300.24  310.14  0
1619  318.59  314.10  307.26  309.43  306.42  300.33  294.89  292.95  268.56  300.46  282.66  297.89  293.58  287.13  294.66  242.38  1
1624  313.60  308.94  297.48  294.22  300.65  296.44  292.88  294.46  272.49  301.97  286.70  296.59  293.40  288.07  293.44  276.03  0
1625  326.30  317.24  302.91  298.45  298.99  302.35  296.58  301.81  265.45  308.19  285.57  298.29  299.00  296.51  297.40  253.76  1
1627  335.22  306.37  324.96  302.91  303.02  308.40  295.49  291.09  253.48  298.54  286.08  309.05  298.98  295.78  294.80  272.15  0
1628  325.24  329.94  313.16  307.30  299.05  302.54  289.16  284.46  265.33  297.26  280.90  301.98  301.19  293.48  295.51  300.19  0
1629  323.81  313.06  310.09  302.47  301.12  302.52  291.17  291.61  255.35  302.26  284.94  293.95  292.89  281.54  292.54  286.08  0
1630  345.99  330.67  326.25  317.43  314.28  305.42  302.59  292.56  266.01  303.39  288.68  303.81  312.55  301.87  315.06  314.88  0
1631  328.14  322.14  314.78  306.26  305.91  302.50  291.72  293.59  261.72  301.21  290.40  304.67  303.84  285.38  295.39  294.76  0
1632  337.17  325.02  306.90  313.12  305.37  301.54  295.50  290.36  257.76  303.54  285.45  299.54  297.39  287.64  288.95  217.66  0
1633  317.22  320.63  311.79  303.55  300.64  302.78  286.95  295.78  263.87  301.70  288.09  299.68  296.20  292.58  287.85  291.71  0
1634  320.07  317.16  301.79  303.68  300.03  295.49  286.75  291.87  257.60  297.91  282.73  296.17  286.97  285.63  295.57  256.45  0
1635  336.55  317.69  310.87  304.26  300.88  300.55  291.68  288.43  264.56  299.05  285.15  298.66  297.17  290.93  301.50  284.13  0
1636  336.07  317.52  311.88  306.80  297.29  302.00  292.54  291.31  265.65  294.49  284.92  295.21  296.56  290.56  294.27  257.79  1
1637  323.73  313.11  308.05  300.33  300.86  297.62  291.45  289.59  260.33  299.79  284.47  298.17  299.01  287.78  288.78  301.52  0
1639  313.97  324.57  305.51  303.78  301.58  298.51  291.88  294.94  268.14  302.74  285.63  300.65  297.29  287.44  288.18  272.20  0
1640  314.10  309.34  302.90  305.82  298.89  305.96  294.02  290.98  259.61  299.83  286.08  299.02  295.55  295.18  289.42  300.28  0
1641  348.53  322.91  311.33  311.22  306.62  304.02  293.79  295.42  263.81  302.91  288.61  297.44  298.38  286.84  299.11  290.51  0
1642  308.55  308.83  301.11  304.44  299.09  299.22  292.49  291.40  265.82  294.70  287.79  296.42  289.61  280.84  286.90  211.32  0
1643  298.97  301.08  299.95  303.77  301.06  297.21  291.59  292.27  261.87  297.88  282.17  295.75  289.22  284.87  281.30  248.33  1
1644  342.11  323.17  308.53  308.12  305.38  301.35  297.47  290.32  262.47  301.73  289.23  301.23  299.03  300.34  302.14  274.84  0
1645  344.02  319.40  308.55  305.49  302.09  303.00  297.61  293.21  265.74  297.36  287.91  303.18  303.39  294.51  303.49  273.26  1
1646  336.30  321.46  310.88  319.44  306.85  307.56  301.56  295.03  264.40  309.40  290.84  300.03  298.27  298.16  304.68  298.96  0
1648  357.23  330.86  317.28  323.61  313.49  317.33  309.81  311.40  117.80  313.12  303.83  318.83  310.76  313.98  326.00  305.99  1
1650  341.01  332.37  324.08  305.02  297.42  307.75  305.26  293.50  271.18  298.53  293.94  306.42  304.27  300.19  337.13  219.08  0
1651  334.37  327.72  307.56  303.90  302.40  303.71  296.71  296.04  262.81  296.17  287.90  298.75  295.71  296.32  289.25  258.45  0
1652  316.98  307.75  305.04  301.07  293.33  300.84  291.70  289.01  259.93  295.63  286.75  301.45  299.66  282.96  296.83  266.68  0
1653  347.93  325.57  314.78  314.70  301.28  307.81  290.73  291.84  267.84  305.65  291.97  297.79  298.55  302.79  302.44  307.91  0
1654  314.28  321.88  307.77  301.13  299.29  296.27  294.26  291.50  256.79  303.37  281.39  299.06  295.26  284.29  305.36  256.54  0
1655  326.04  309.87  305.33  301.20  297.28  297.96  290.60  290.65  258.99  297.10  282.64  295.46  295.05  289.17  297.65  291.69  0
1656  343.91  325.26  309.67  314.32  305.32  302.13  291.89  294.20  263.90  304.88  289.85  299.16  295.06  288.70  299.76  283.18  0
1657  336.21  327.91  311.37  310.05  305.14  304.79  299.98  300.63  266.90  299.74  292.48  303.51  301.48  286.94  299.53  291.51  0
1658  333.22  310.04  301.34  306.51  297.72  298.81  292.51  287.59  261.07  300.24  281.49  305.07  291.67  289.23  294.60  275.91  1
1659  328.33  318.50  306.31  306.10  303.28  302.31  297.13  299.64  264.76  297.95  286.56  296.95  297.69  292.96  298.64  266.56  1
1660  334.78  319.60  307.08  304.44  308.64  303.56  295.16  292.69  264.85  302.87  283.10  301.12  299.71  292.05  299.73  221.69  0
1661  346.38  324.65  307.23  312.64  305.56  304.41  292.76  292.45  255.97  299.32  287.44  300.77  296.60  291.93  294.07  276.44  0
1664  342.18  323.99  320.09  314.20  304.37  300.13  300.06  293.31  260.26  302.96  287.74  297.65  296.21  293.53  303.40  298.47  0
1665  344.74  322.17  312.84  305.00  299.75  302.66  292.74  294.73  261.03  304.30  284.01  296.83  293.53  287.62  292.73  281.59  0
1666  328.72  315.62  303.33  302.90  299.40  298.96  290.98  289.26  256.01  298.22  281.05  298.40  294.61  289.48  287.82  285.16  0
1667  327.18  311.17  309.01  303.92  299.28  301.38  291.38  288.46  258.52  294.55  287.44  298.05  293.40  286.77  290.79  245.17  0
1668  324.18  317.34  304.53  297.78  292.18  293.73  290.46  289.38  254.55  298.99  282.08  298.30  291.20  284.96  291.20  244.26  1
1672  327.61  312.34  310.94  306.08  303.01  301.55  289.69  291.57  265.68  297.61  285.38  301.50  298.50  285.39  284.11  297.81  0
1673  318.88  317.67  301.45  304.00  301.41  297.36  296.60  296.40  263.89  300.34  280.40  297.99  293.79  290.55  287.68  274.74  0
1674  333.06  320.24  303.66  305.11  303.92  304.57  291.21  294.46  266.86  299.82  286.52  299.86  293.39  283.54  294.46  295.10  0
1675  345.86  321.25  325.63  313.51  308.77  299.09  294.02  298.36  267.81  306.82  292.33  300.97  299.20  291.21  307.86  312.13  0
1676  304.67  298.81  297.89  306.88  303.12  299.00  289.26  288.98  260.94  297.59  283.17  298.74  287.97  287.07  291.02  276.93  0
1677  294.50  300.10  301.41  305.73  299.68  298.86  288.91  288.93  262.99  296.24  281.58  295.38  291.57  282.03  288.54  265.83  0
1680  291.43  304.91  297.19  302.72  301.48  299.00  289.70  291.46  265.25  297.96  282.83  294.53  292.68  285.88  287.53  244.69  1
1681  336.52  309.84  310.62  303.10  300.55  303.22  294.70  299.65  262.60  299.24  288.33  300.23  297.05  283.52  289.95  239.03  0
1682  336.22  313.61  307.12  313.59  300.12  299.98  292.66  292.27  256.84  305.64  284.17  301.75  294.28  292.99  291.60  294.26  0
1683  337.83  320.04  304.82  306.08  299.60  304.32  295.17  292.80  260.96  301.46  280.15  295.71  292.52  291.27  291.18  287.50  0
1684  327.71  326.56  308.01  312.81  301.23  303.73  290.34  292.66  260.09  302.43  283.55  300.47  296.60  286.75  300.13  250.47  1
1685  331.74  310.84  297.47  301.01  298.81  297.71  290.70  290.01  261.32  300.80  284.33  297.19  292.44  288.98  291.36  286.43  0
1686  331.94  315.26  305.53  303.57  294.02  296.77  290.21  290.44  255.98  298.78  285.35  295.51  296.73  287.26  289.63  224.28  0
1687  334.35  318.66  309.30  306.96  302.70  302.83  289.72  290.43  260.39  301.20  290.16  300.59  296.87  292.38  297.93  297.28  0
1688  333.84  320.94  308.38  310.50  299.16  302.38  297.09  293.38  260.01  305.28  288.08  301.21  301.86  295.64  298.55  286.16  0
1689  343.76  328.70  315.91  316.30  309.60  304.57  296.89  297.58  275.80  306.08  291.65  309.21  306.08  295.11  307.83  301.46  0
1690  331.40  312.36  307.69  302.87  305.47  304.48  290.21  296.60  272.54  307.58  283.57  299.84  294.28  281.28  292.22  283.87  1
1691  332.90  313.32  306.14  305.55  304.01  299.67  295.05  294.35  266.64  302.29  286.42  299.79  293.10  287.75  294.95  250.38  0
1692  332.53  321.69  311.93  305.48  298.52  303.80  297.03  291.81  263.89  302.96  279.50  300.66  295.39  291.59  288.30  235.83  1
1693  335.99  312.30  304.32  305.42  300.12  298.50  289.68  291.23  254.82  301.82  284.98  295.68  300.63  290.83  297.19  261.44  1
1694  328.78  317.97  314.81  306.91  303.60  305.24  291.59  289.04  255.75  298.37  290.39  299.52  295.21  289.90  304.19  286.02  0
1695  335.34  324.17  302.36  305.08  307.61  305.67  292.11  295.60  265.04  301.09  283.30  295.90  302.54  283.84  299.26  201.02  0
1696  339.61  318.67  307.05  311.08  301.59  298.77  292.56  299.62  264.90  302.46  283.32  299.86  298.73  292.65  288.98  283.58  0
1698  334.22  317.58  307.62  304.44  295.65  292.45  288.62  287.46  255.25  298.81  285.26  296.63  294.94  285.66  291.18  245.32  1
1699  323.50  305.48  306.52  301.98  294.91  299.50  290.67  287.25  257.10  298.33  282.73  297.37  292.27  287.64  300.96  281.97  0
1700  339.69  321.75  310.00  310.94  306.30  304.34  293.20  289.22  257.88  299.84  283.86  301.57  300.77  293.23  300.27  309.81  0
1701  346.46  332.47  312.72  315.23  297.26  311.54  305.14  294.44  183.45  311.68  299.19  319.35  303.32  281.23  332.46  291.15  1
1702  328.74  321.21  298.85  304.65  301.53  298.90  290.61  291.50  261.11  298.46  281.41  299.96  299.60  284.80  287.39  230.14  1
1704  335.72  312.45  301.28  304.97  303.81  296.96  297.64  295.23  264.76  301.63  287.10  294.74  292.37  290.99  296.34  261.94  0
1705  340.60  319.59  305.53  305.44  305.36  301.14  293.56  290.67  265.76  300.79  288.05  302.45  295.05  295.00  301.86  289.90  0
1706  342.78  324.73  313.03  303.36  301.76  303.03  296.20  291.45  263.93  301.08  288.49  303.44  293.70  294.60  301.67  275.93  0
1707  311.74  308.99  296.69  308.78  303.84  299.84  290.86  289.44  264.66  296.47  283.19  297.28  292.87  281.01  294.89  248.57  0
1708  311.47  305.87  301.10  305.09  303.08  299.14  291.86  287.58  262.57  299.36  283.19  295.79  292.05  285.10  292.34  225.14  0
1709  329.58  318.59  307.91  310.25  300.89  304.02  291.18  294.84  260.86  301.47  287.30  302.35  299.30  290.92  302.32  272.99  0
1710  328.20  315.73  308.24  311.76  302.11  298.37  290.38  295.09  260.26  300.31  288.23  298.19  299.22  281.72  295.46  241.60  1
1711  345.89  324.85  311.96  307.00  299.57  304.49  296.09  291.85  256.51  301.01  290.94  296.06  296.49  284.27  300.56  271.77  0
1712  330.53  318.17  307.65  300.62  307.81  304.56  296.10  292.15  256.05  300.97  290.65  294.28  295.28  283.66  296.96  244.17  0
1713  317.13  326.12  305.45  305.37  298.71  299.16  291.72  286.53  255.36  300.86  281.15  298.04  293.86  288.59  289.25  241.35  1
1714  331.70  307.38  304.68  300.42  297.03  297.22  287.44  286.71  260.75  295.59  284.19  296.67  290.88  289.38  291.80  267.41  1
1715  328.93  316.96  303.83  299.39  295.24  296.49  287.22  290.87  260.33  295.76  283.86  297.70  294.83  283.78  295.37  266.57  1
1716  346.33  319.42  304.90  304.41  299.61  295.39  285.02  288.47  254.13  296.19  276.76  295.12  295.84  290.58  286.66  273.31  0
1717  333.59  326.95  310.76  305.08  300.74  300.25  298.17  291.90  269.52  303.72  286.38  298.05  296.74  288.69  296.52  283.56  0
1718  327.23  313.43  307.88  301.51  301.23  301.13  295.23  295.01  267.39  300.49  286.29  298.53  299.08  289.31  299.05  292.92  0
1721  334.73  320.02  305.32  316.87  301.66  296.84  294.99  298.22  264.94  298.57  290.54  300.30  298.98  293.45  300.68  290.37  0
1722  350.03  332.76  317.75  317.07  313.71  309.13  299.05  302.42  270.75  305.24  296.26  304.72  304.75  297.11  309.78  300.59  0
1725  349.74  344.08  337.12  321.15  323.64  321.48  315.45  314.25  279.20  329.10  309.79  328.24  323.34  313.86  325.16  329.88  0
1730  334.44  319.62  307.48  303.38  298.24  298.40  296.16  292.49  265.72  300.38  283.21  301.33  297.54  287.49  294.89  289.63  0
1731  323.80  322.00  298.23  301.59  303.72  305.11  288.86  295.43  263.52  300.02  284.48  296.42  291.74  284.86  300.64  229.32  1
1732  337.87  321.90  307.44  309.37  303.58  307.07  286.14  292.13  263.44  299.31  281.23  295.62  295.35  287.25  295.88  300.72  0
1733  333.61  319.74  304.67  295.46  301.87  298.36  290.62  289.53  259.60  295.39  281.04  300.97  294.92  289.49  295.46  268.97  1
1734  326.29  315.86  304.73  302.53  298.40  294.41  292.42  293.61  258.83  298.38  282.28  295.17  292.53  287.78  292.35  288.36  0
1735  319.88  311.38  309.10  301.60  294.67  294.74  288.49  291.32  260.04  298.16  280.36  295.65  290.19  291.77  299.84  205.09  0
1736  333.19  315.42  310.22  306.19  298.54  300.58  291.68  290.53  256.85  299.72  281.45  297.76  294.43  287.14  293.36  267.17  0
